artid,catid,"art_name","art_name_eng","art_details","art_details_eng",art_price,id_ext,"ref",stock,"date",escaparate
1342,212,"Ladrillo mini","","Elaborado en barro cocido. Medida de cada pieza: 0,8 x 0,7 x 0,5 cm. Precio de la caja con 500 unidades.","",21.3621,1,"F24C ",5,"30,†6,†2008",0
1343,205,"Comedero","","Elaborado en madera . Medidas: 6,5 x 2,4 x 2,4 cm.","",4,1,"A150   ",10,"30,†6,†2008",0
1344,205,"Comedero gallinas","","Elaborado en madera . Medidas: 7 x 2,5 cm. y 3,8 de alto.","",4,1,"A151  ",10,"30,†6,†2008",0
1345,205,"Pesebre paja","","Elaborado en madera . Medidas: 6,5 x 2,8 x 2,8 cm.","",4,1,"A152  ",10,"30,†6,†2008",0
1346,205,"Carro cargado 8cm","","Elaborado en madera. Dimensiones para animales de 8 cm de escala. Medidas de la estructura 7 x 5,2 y 9 cm. de alto. Precio de conjunto con 5 miniaturas colgadas.","",23.1,1,"A153   ",5,"30,†6,†2008",0
1347,205,"Carro de vasijas 8cm","","Elaborado en madera y vasijas de barro cocido. Dimensiones para animales de 8 cm de escala. Medidas de la estructura 7 x 5,2  y 8 cm. de alto.","",23,1,"A154   ",5,"30,†6,†2008",0
1348,205,"Carro cargado 10cm","","Elaborado en madera. Dimensiones para animales de 10 cm de escala. Medidas de la estructura 9 x 6,5 y 10, 5 cm. de alto. Precio del conjunto con 6 miniaturas colgadas.","",31.5,1,"A155   ",5,"30,†6,†2008",0
1349,205,"Carro de vasijas 10c","","Elaborado en madera y vasijas de barro cocido. Dimensiones para animales de 10 cm de escala. La estructura mide 9 x 6,5 y 10,5 cm. de alto.","",31.5,1,"A156    ",5,"30,†6,†2008",0
1350,205,"Carro cargado 14cm","","Elaborado en madera. Dimensiones para animales de 14 cm de escala. La estructura mide 13,5 x 10 y 16,5 cm. de alto. Precio del conjunto con 8 miniaturas colgadas.","",41.8,1,"A159  ",5,"30,†6,†2008",0
1351,205,"Carro de vasijas","","Elaborado en madera y vasijas de barro cocido. Dimensiones para animales de 14 cm de escala. L estructura mide 13,5 x 10 y 14 cm. de alto.","",41.8,1,"A160  ",5,"30,†6,†2008",0
1352,205,"Valla","","Elaborado en madera. Medidas: 12 cm de largo x  2,7 de ancho x 6,5 de alto.","",2.5,1,"A164 ",25,"30,†6,†2008",0
1353,205,"Yugo pequeÒo",""," Medidas: 8 cm de largo x  1,2 de alto .","",3,1,"A165 ",20,"30,†6,†2008",0
1354,205,"Yugo mediano",""," Medidas: 10,5 cm de largo.","",3.5,1,"A166  ",20,"30,†6,†2008",0
1355,205,"Yugo grande",""," Medidas: 15 cm de largo x 2 de alto.","",5.4931,1,"A167",20,"30,†6,†2008",0
1356,205,"Arado","","Elaborado en madera. Medidas: 22 cm de largo x 11,5 de alto x 6 de ancho. Se puede emplear con el yugo mediano.","",4.8,1,"A168 ",10,"30,†6,†2008",0
1357,205,"Alpaca pequeÒa","","Medidas: 3,5 cm de largo x 2 de alto x 2 de ancho. Precio unidad alpaca pequeÒa","",1.2,1,"A169  ",20,"30,†6,†2008",0
1358,205,"Alpaca mediana","","Medidas: 5,8 cm de largo x 3,5 de alto x 2,5 de ancho. Precio unidad alpaca mediana","",1.5,1,"A170  ",20,"30,†6,†2008",0
1359,205,"Alpaca grande","","Medidas: 7 cm de largo x 4 de alto x 3,5 de ancho. Precio unidad alpaca grande.","",2,1,"A171  ",20,"30,†6,†2008",0
1360,205,"Palomar pequeÒo","","Medidas:4,5 de alto","",2.8,1,"A173  ",10,"30,†6,†2008",0
1361,205,"Palomar barro","","Elaborado en barro cocido.","",3,1,"A174 ",20,"30,†6,†2008",0
1362,205,"Cuna alta","","Elaborado en madera. Medidas: 7 x 4,3 x 6 cm.","",2.2,1,"1368437 ",20,"30,†6,†2008",0
1363,205,"Cuna baja","","Elaborado en madera. Medidas: 7 x 4,3 x 3,5 cm.","",2.2,1,"1368438 ",20,"30,†6,†2008",0
1364,205,"Casita de conejos","","Elaborado en madera. 6 x 4,3 x 10 cm.","",7.5,1,"1559927121 ",10,"30,†6,†2008",0
1365,205,"Comedero vacas","","Elaborado en madera. medidas: 11 x 9 x 13,5 cm.  El precio no incluye la vaca.","",9,1,"1562996121 ",10,"30,†6,†2008",0
1366,205,"Gallinero","","Elaborado en madera. Medidas: 10 x 4,2 x 13,5 cm. El precio incluye la gallina.","",10,1,"1562999121 ",10,"30,†6,†2008",0
1367,205,"Casita de perro","","Elaborado en madera. Medidas: 7 x 5 x 5,2 cm.","",4.5,1,"1563012121 ",10,"30,†6,†2008",0
1368,204,"Burro 8","","Elaborado con barro cocido. Para figuras de 8 cm.","",17,1,"10BV8    ",5,"1,†7,†2008",0
1369,204,"Burro 10","","Elaborado con barro cocido. Para figuras de 10 cm.","",20.3,1,"10BV10     ",5,"1,†7,†2008",0
1370,204,"Burro 12","","Elaborado con barro cocido. Para figuras de 12 cm.","",22.9,1,"10BV12    ",5,"1,†7,†2008",0
1371,204,"Burro 14","","Elaborado con barro cocido. Para figuras de 14 cm.","",31.5,1,"10BV14    ",5,"1,†7,†2008",0
1372,204,"Burro 17","","Elaborado con barro cocido. Para figuras de 17 cm.","",40.5,1,"10BV17    ",5,"1,†7,†2008",0
1373,204,"Burro 12 SerÛn","","Elaborado con barro cocido. Para figuras de 12cm.","",36,1,"10BS12  ",5,"1,†7,†2008",0
1374,204,"Burro 8 Carro","","El burro es de barro cocido. El carro de madera y lleva diversos complentos colgados por ambos lados. Para  figuras de 8 cm.","",40.7,1,"A104  ",5,"1,†7,†2008",0
1375,204,"Burro 8 Carro","","El burro es de barro cocido. El carro de madera esta cargado con diversas vasijas de barro. Para  figuras de 8 cm.","",40.8,1,"A105  ",5,"1,†7,†2008",0
1376,204,"Burro 10 Carro","","El burro es de barro cocido. El carro de madera esta cargado con paja y lleva diversos complementos colgados por ambos lados. Para  figuras de 10 cm.","",54,1,"A106   ",5,"1,†7,†2008",1
1377,204,"Burro 10 Carro","","El burro es de barro cocido. El carro de madera esta cargado con diversos recipientes de barro. Para  figuras de 10 cm.","",54,1,"A107   ",5,"1,†7,†2008",0
1378,204,"Burro 14 Carro","","El burro es de barro cocido. El carro de madera esta cargado con paja y lleva diversos complementos colgados por ambos lados. Para  figuras de 14 cm.","",72.8,1,"A108    ",5,"1,†7,†2008",0
1379,204,"Burro 14 Carro","","El burro es de barro cocido. El carro de madera esta cargado con diversas vasijas de barro. Para  figuras de 14 cm.","",72.8,1,"A109    ",5,"1,†7,†2008",1
1380,204,"Buey 8","","Elaborado con barro cocido. Para figuras de 8 cm.","",11.5,1,"10BY8   ",5,"1,†7,†2008",0
1381,204,"Buey 10","","Elaborado con barro cocido. Para figuras de 10 cm.","",16.2,1,"10BY10   ",5,"1,†7,†2008",0
1382,204,"Buey 12","","Elaborado con barro cocido. Para figuras de 12 cm.","",20.8,1,"10BY12   ",5,"1,†7,†2008",0
1383,204,"Buey 14","","Elaborado con barro cocido. Para figuras de 14 cm.","",25.4,1,"10BY14    ",5,"1,†7,†2008",0
1384,204,"Buey 17","","Elaborado con barro cocido. Para figuras de 17 cm.","",32.7,1,"10BY17   ",5,"1,†7,†2008",0
1385,204,"Arado bueyes 8","","El conjunto esta compuesto por dos bueyes de barro cocido, el yugo y el arado. Para figuras de 10cm.","",50.15,1,"A100 ",5,"1,†7,†2008",0
1386,204,"Arado bueyes 12","","El conjunto esta compuesto por dos bueyes de barro cocido, el yugo y el arado. Para figuras de 12cm.","",60.5259,1,"A101 ",5,"1,†7,†2008",0
1387,204,"Arado bueyes 14","","El conjunto esta compuesto por dos bueyes de barro cocido, el yugo y el arado. Para figuras de 14cm.","",68.6638,1,"A102 ",5,"1,†7,†2008",0
1388,204,"Carreta bueyes 8","","El conjunto esta compuesto por dos bueyes de barro cocido, y un carro de madera cargado de paja y diversos complementos. Para figuras de 8cm.","",47.6069,1,"A103",5,"1,†7,†2008",0
1389,204,"Carreta bueyes 10","","El conjunto esta compuesto por dos bueyes de barro cocido, y un carro de madera cargado de paja y diversos complementos. Para figuras de 8cm.","",70.3931,1,"A103-10",5,"1,†7,†2008",0
1397,213,"Portal con figuras","","Portal de madera y escayola con nacimiento en barro de 6 cm. Precio completo","",26,1,"61FN     ",0,"19,†5,†2009",1
1398,213,"Portal con figuras","","Portal de madera y escayola con nacimiento gitano de 6 cm. Imagen no disponible.Precio completo","",26,1,"61FG   ",0,"19,†5,†2009",0
1399,213,"Portal con figuras","","Portal de madera y escayola con nacimiento en barro de 6 cm. Imagen no disponible.Precio completo","",35,1,"300FN   ",5,"19,†5,†2009",0
1400,213,"Portal con figuras","","Portal de madera y escayola con nacimiento en barro de 6 cm. Precio completo","",42.4,1,"300FG    ",5,"19,†5,†2009",1
1401,213,"Taller hilandera","","Taller de madera y escayola con figura en barro de 6 cm. Precio completo","",24,1,"1H    ",5,"19,†5,†2009",0
1402,213,"Tienda especies","","Estructura de madera y escayola con figura en barro de 6 cm. Precio completo","",26,1,"1VE    ",5,"19,†5,†2009",0
1403,213,"Tienda embutidos","","Estructura de madera y escayola con figura en barro de 6 cm. Precio completo","",36.3,1,"1VEM    ",5,"19,†5,†2009",0
1404,213,"Tienda ceramica","","Estructura de madera y escayola con figura en barro de 6 cm. Precio completo","",25.4,1,"1VP     ",5,"19,†5,†2009",0
1405,213,"Alfareria","","Estructura de madera y escayola con figura en barro de 6 cm. Precio completo","",38.7,1,"2511TA   ",5,"19,†5,†2009",0
1406,213,"Vaqueriza","","Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo","",35.1,1,"5035F    ",5,"19,†5,†2009",0
1407,213,"Panaderia","","Estructura de madera y escayola con figura en barro de 6 cm. Precio completo","",35.7,1,"2491H    ",5,"19,†5,†2009",0
1408,213,"Molino","","Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo","",35.7,1,"306F    ",5,"19,†5,†2009",0
1409,213,"Tienda especies","","Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo","",35.7,1,"2511TE   ",5,"19,†5,†2009",0
1410,213,"Tienda verduras","","Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo","",38.7,1,"2511TV    ",5,"19,†5,†2009",0
1411,213,"Tienda pescado","","Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo","",38.7,1,"2511TP   ",5,"19,†5,†2009",0
1412,213,"Castillo Herodes","","Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo","",29,1,"245F   ",5,"19,†5,†2009",0
1413,213,"Corralito gallinas","","Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo","",24.2,1,"CG   ",5,"19,†5,†2009",0
1414,213,"Puesto alfarero","","Estructura de madera, complementos y  figura en barro. Escala  6 cm. Precio completo","",23.6,1,"T27t     ",5,"19,†5,†2009",0
1415,213,"Puesto embutidos","","Estructura de madera, complementos de porcelana rusa y  figura en barro. Escala  6 cm. Precio completo","",23.6,1,"T28t    ",5,"19,†5,†2009",0
1416,213,"Puesto verduras","","Estructura de madera, complementos de porcelana rusa y  figura en barro. Escala  6 cm. Precio completo","",23.6,1,"T29t    ",8,"19,†5,†2009",0
1417,213,"Puesto pescado","","Estructura de madera y  figura en barro. Escala  6 cm. Precio completo","",23,1,"T30t  ",0,"19,†5,†2009",0
1418,213,"Mesa embutidos","","Estructura de madera y  figura en barro. Escala  6 cm. Precio completo","",18.2,1,"T41t   ",0,"19,†5,†2009",0
1419,213,"Mesa especias","","Estructura de madera y  figura en barro. Escala  6 cm. Precio completo","",16.4,1,"T42t   ",0,"19,†5,†2009",0
1420,213,"Mesa pan","","Estructura de madera y  figura en barro. Escala  6 cm. Precio completo","",16.9,1,"T45t   ",0,"19,†5,†2009",0
1421,213,"Mesa alfarero","","Estructura de madera y  figura en barro. Escala  6 cm. Precio completo","",19,1,"T43t   ",0,"19,†5,†2009",0
1422,213,"Mesa verduras","","Estructura de madera y  figura en barro. Escala  6 cm. Precio completo","",18.2,1,"T44t   ",0,"19,†5,†2009",0
1425,212,"Puerta Z","","Para colocar en alguna construcciÛn. Dimensiones 8cm. alto y 4 de ancho","",2.8,1,"S1 ",8,"26,†5,†2009",0
1426,212,"Puerta ","","Para colocar en alguna construcciÛn. Dimensiones 9cm. alto y 9,8 de ancho","",3.5,1,"S2 ",8,"26,†5,†2009",0
1427,212,"Arco doble","","Para colocar en alguna construcciÛn. Dimensiones 9,8cm. alto y 13,3 de ancho","",4.8,1,"S3 ",8,"26,†5,†2009",0
1428,212,"Arco simple","","Para colocar en alguna construcciÛn. Dimensiones 9cm. alto y 6 de ancho","",3,1,"S4 ",8,"26,†5,†2009",0
1429,212,"BalcÛn celosia","","Para colocar en alguna construcciÛn. Dimensiones 5,3cm. alto y 4,5 de ancho","",5.5,1,"S5 ",8,"26,†5,†2009",0
1430,212,"Ventana dos arcos","","Para colocar en alguna construcciÛn. Dimensiones 3cm. alto y 4,8 de ancho","",2.5,1,"S6  ",8,"26,†5,†2009",0
1431,212,"Ventana alargada","","Para colocar en alguna construcciÛn. Dimensiones 5,1cm. alto y 4 de ancho","",2.5,1,"S7 ",8,"26,†5,†2009",0
1432,187,"Mazorcas mini","","Modelada a mano con porcelana rusa. Dimensiones de largo 1,3 cm.","",2.4,1,"C62m  ",40,"2,†6,†2009",0
1433,188,"Chorizo rosario mini","","Modelado a mano con barro. Dimensiones 1,7 cm. de largo","",1.5,1,"C71m    ",50,"3,†6,†2009",0
1434,188,"Morcilla mini","","Modelado a mano con barro. Dimensiones 1,7 cm. de largo","",1.5,1,"C72m    ",50,"3,†6,†2009",0
1435,188,"Butifarra  mini","","Modelado a mano con barro. Dimensiones 1,7 cm. de largo","",1.5,1,"C73m    ",50,"3,†6,†2009",0
1436,207,"Casa hebrea","","La estructura es de madera y esta revestida con pasta de escayola. Dimensiones 11,4x5x16 cm","",17,1,"A117",3,"18,†8,†2009",0
1437,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones 17,5 x 6,2 x 17 cm","",17,1,"A127 ",5,"19,†8,†2009",0
1438,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones 9 x 4 x 11 cm","",12,1,"M227 ",5,"19,†8,†2009",0
1439,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones : 14 x 4 x 15,5 cm","",15,1,"A233   ",5,"19,†8,†2009",0
1440,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones : 8 x 5 x 14","",13,1,"M234  ",5,"19,†8,†2009",0
1441,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones :10 x 4 x 16 cm","",17,1,"A235 ",5,"19,†8,†2009",0
1442,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones :10 x 4 x 12 cm","",12,1,"A260  ",5,"19,†8,†2009",0
1443,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones :7 x 3,5 x 12 cm","",12,1,"M261 ",5,"19,†8,†2009",0
1444,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones :5,5 x 4,3 x 10 cm","",10,1,"M262 ",5,"19,†8,†2009",0
1445,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones :23 x 12 x 17 cm","",24,1,"A254 ",5,"19,†8,†2009",0
1446,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",36,1,"A80 ",5,"19,†8,†2009",0
1447,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones 13 x 7 x 15,5 cm.","",19,1,"A22-7  ",5,"19,†8,†2009",0
1448,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones: 22 x 12,5 x 22,5 cm","",36,1,"A22-10 ",5,"19,†8,†2009",0
1449,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",48,1,"A22-14 ",5,"19,†8,†2009",0
1450,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones: 19 x 7 x 14 cm","",17,1,"A130-6 ",5,"19,†8,†2009",0
1451,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones: 17 x 7 x 15 ,5cm","",21,1,"M134-0 ",5,"19,†8,†2009",0
1452,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Dimensiones: 24 x 9,5 x 24 cm","",30,1,"A134 ",5,"19,†8,†2009",0
1453,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",47,1,"A134-12 ",5,"19,†8,†2009",0
1454,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",58,1,"A134-14 ",5,"19,†8,†2009",0
1455,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",38,1,"A23-7 ",5,"19,†8,†2009",0
1456,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",59,1,"A23 ",5,"19,†8,†2009",0
1457,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",79,1,"A-18 ",5,"19,†8,†2009",0
1458,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Los complementos no est·n incluidos dentro del precio.","",149,1,"A142  ",5,"19,†8,†2009",0
1459,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Los complementos no est·n incluidos dentro del precio.","",94,1,"A501-14  ",5,"19,†8,†2009",0
1460,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Los complementos no est·n incluidos dentro del precio.","",63,1,"A502-10   ",5,"19,†8,†2009",0
1461,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.","",98,1,"A502-14  ",5,"19,†8,†2009",0
1462,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.","",160,1,"A502-21  ",5,"19,†8,†2009",0
1463,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.","",65,1,"A504-12  ",5,"19,†8,†2009",0
1464,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.","",75,1,"A504-14 ",5,"19,†8,†2009",0
1465,207,"Casa hebrea","","Elaborada en madera, revestida de pasta de escayola.","",30,1,"M101 ",5,"19,†8,†2009",0
1466,207,"Casa hebrea ","","Elaborada en madera, revestida de pasta de escayola.","",58,1,"M103  ",5,"20,†8,†2009",0
1467,207,"Casa hebrea ","","Elaborada en madera, revestida de pasta de escayola.","",35,1,"M102 ",5,"20,†8,†2009",0
1468,207,"Casa hebrea ","","Elaborada en madera, revestida de pasta de escayola.","",74,1,"M104 ",5,"20,†8,†2009",0
1469,207,"Casa hebrea escalera","","Elaborada en madera, revestida de pasta de escayola.Dimensiones:10,5 x 8 x 18 cm.","",30,1,"M111   ",5,"20,†8,†2009",0
1470,207,"Casa hebrea escalera","","Elaborada en madera, revestida de pasta de escayola.Dimensiones:14 x 9 x 21cm.","",45,1,"M112   ",5,"20,†8,†2009",0
1471,207,"Casa hebrea escalera","","Elaborada en madera, revestida de pasta de escayola.","",68,1,"M113 ",5,"20,†8,†2009",0
1472,207,"Casa hebrea escalera","","Elaborada en madera, revestida de pasta de escayola.","",85,1,"M114 ",5,"20,†8,†2009",0
1473,207,"Casa hebrea arco","","Elaborada en madera, revestida de pasta de escayola.","",27,1,"M131 ",5,"20,†8,†2009",0
1474,207,"Casa hebrea arco","","Elaborada en madera, revestida de pasta de escayola.","",32,1,"M132 ",5,"20,†8,†2009",0
1475,207,"Casa hebrea arco","","Elaborada en madera, revestida de pasta de escayola.","",52,1,"M133 ",5,"20,†8,†2009",0
1476,207,"Casa hebrea arco","","Elaborada en madera, revestida de pasta de escayola.","",68,1,"M134 ",5,"20,†8,†2009",0
1477,207,"Casa hebrea ojo buey","","Elaborada en madera, revestida de pasta de escayola.Dimensiones:12,3 x 6,8 x 14,5 cm.","",24,1,"M142 ",5,"20,†8,†2009",0
1478,207,"Casa hebrea balcÛn","","Elaborada en madera, revestida de pasta de escayola.Dimensiones:9,7 x 9 x 19 cm.","",30,1,"M152 ",5,"20,†8,†2009",0
1479,208,"Cocina","","Elaborada en madera, revestida de pasta de escayola.","",45.7759,1,"A99",5,"20,†8,†2009",0
1480,208,"Cocina","","Elaborada en madera, revestida de pasta de escayola.","",45.7759,1,"A-100 ",0,"20,†8,†2009",0
1481,208,"Cocina","","Elaborada en madera, revestida de pasta de escayola.","",45.7759,1,"A83",5,"20,†8,†2009",0
1482,208,"Molino","","Elaborada en madera, revestida de pasta de escayola.","",17,1,"A306 ",5,"20,†8,†2009",0
1483,208,"Molino barro mini","","Elaborado en barro cocido.","",8,1,"B02   ",5,"20,†8,†2009",0
1484,208,"Molino barro pequeÒo","","Elaborado en barro cocido.","",14,1,"B03     ",10,"20,†8,†2009",0
1485,208,"Molino barro mediano","","Elaborado en barro cocido.","",16,1,"B04   ",5,"20,†8,†2009",0
1486,208,"Molino barro grande","","Elaborado en barro cocido.","",20,1,"B05   ",5,"20,†8,†2009",0
1487,208,"Corralito","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",14.2414,1,"M253",5,"20,†8,†2009",0
1488,208,"Portalito 6 cm","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",12,1,"M61-1 ",5,"20,†8,†2009",0
1489,208,"Portalito 9 cm","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.  ","",20,1,"M61-2 ",5,"20,†8,†2009",0
1490,208,"Portalito ","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",19,1,"M503 6",2,"20,†8,†2009",0
1491,208,"Portalito ","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",28,1,"M503-10 ",5,"20,†8,†2009",0
1492,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.Dimensiones: 18 x 10 x 15 cm.","",28,1,"M303-6  ",5,"20,†8,†2009",0
1493,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",35,1,"M303-10",5,"20,†8,†2009",0
1494,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",48,1,"M303-12",5,"20,†8,†2009",0
1495,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",59,1,"M303-14 ",5,"20,†8,†2009",0
1496,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",69,1,"M303-17",5,"20,†8,†2009",0
1497,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",78,1,"M303-21 ",5,"20,†8,†2009",0
1498,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",68,1,"A143-10  ",5,"20,†8,†2009",0
1499,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",67,1,"A150-10  ",2,"20,†8,†2009",0
1500,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",79,1,"A150-12 ",2,"20,†8,†2009",0
1501,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",86,1,"A150-14 ",5,"20,†8,†2009",0
1502,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",98,1,"A150-17 ",5,"20,†8,†2009",0
1503,208,"Casa portal","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo.","",140,1,"A150-21 ",5,"20,†8,†2009",0
1504,208,"Casita portal","","Elaborada en madera, revestida de pasta de escayola .","",32,1,"M121 ",5,"20,†8,†2009",0
1505,208,"Casita portal","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:21 x 12,5 x 19 cm","",38,1,"M122 ",5,"20,†8,†2009",0
1506,208,"Casita portal","","Elaborada en madera, revestida de pasta de escayola .","",68,1,"M123 ",5,"20,†8,†2009",0
1507,208,"Casita portal","","Elaborada en madera, revestida de pasta de escayola .","",89,1,"M124 ",5,"20,†8,†2009",0
1508,207,"Portalito 3-4 cm","","Elaborada en madera, revestida de pasta de escayola .","",13.2241,1,"M-16",5,"20,†8,†2009",0
1509,208,"Casa torre","","Elaborada en madera, revestida de pasta de escayola .Dimensiones :27 x 12,5 x 25","",45,1,"A301  ",5,"20,†8,†2009",0
1510,208,"Casa ","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:45 x 22 x 25 cm","",89,1,"A313   ",5,"20,†8,†2009",0
1511,208,"Casa ","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:28 x 10,5 x 17","",35,1,"A147  ",5,"20,†8,†2009",0
1512,208,"Casa  pequeÒa","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:16 x 7 x 12 cm .","",15,1,"A302  ",5,"20,†8,†2009",0
1513,208,"Casa  pequeÒa","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:13 x 5,5 x 10 cm .","",12,1,"A308 ",5,"20,†8,†2009",0
1514,208,"Casa  pequeÒa","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:11 x 7 x 14 cm .","",15,1,"A309 ",5,"20,†8,†2009",0
1515,208,"Casa  pequeÒa","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:9 x 14 x 18 cm .","",18,1,"A310 ",5,"20,†8,†2009",0
1516,208,"Casita ","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:13 x 11 x 10 cm","",12,1,"A322 ",5,"20,†8,†2009",0
1517,208,"Casita ","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:15 x 4,5 x 16,5 cm","",15,1,"A258 ",5,"20,†8,†2009",0
1518,208,"Casita ","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:14 x 7 x 15 cm","",16,1,"A96  ",5,"20,†8,†2009",0
1519,208,"Casita ","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:10 x 5 x11 cm","",12,1,"A225 ",5,"20,†8,†2009",0
1520,208,"Casita ","","Elaborada en madera, revestida de pasta de escayola .Dimensiones:13 x 5 x 13,5 cm","",15,1,"A229 ",5,"20,†8,†2009",0
1521,208,"Casita ","","Elaborada en madera, revestida de pasta de escayola y tejado de brezo .Dimensiones:30 x 22 x 46","",121.052,1,"A-30",5,"20,†8,†2009",0
1522,217,"Angelito volador","","Altura aproximada:8 cm.","",19,1,"BAV      ",5,"20,†8,†2009",0
1523,217,"Angelito Flauta","","Altura aproximada:8 cm.","",21,1,"BAM-F   ",5,"20,†8,†2009",0
1524,217,"Angelito lira","","Altura aproximada:8 cm.","",21,1,"BAM-L  ",5,"20,†8,†2009",0
1525,217,"Angelito pandereta","","Altura aproximada:8 cm.","",21,1,"BAM-P  ",5,"20,†8,†2009",0
1526,217,"Angelito trompeta","","Altura aproximada:8 cm.","",21,1,"BAM-T   ",5,"20,†8,†2009",0
1527,217,"Angelito zambomba","","Altura aproximada:8 cm.","",21,1,"BAM-Z  ",5,"20,†8,†2009",0
1528,217,"Buey y mula","","Altura aproximada:11 cm.","",39.5,1,"BBM ",5,"20,†8,†2009",0
1529,217,"Misterio","","Altura aproximada de San JosÈ 16 cm (sin corona)","",65,1,"BMI   ",5,"20,†8,†2009",0
1530,217,"Reyes magos","","Altura aproximada: 18,5 cm.","",86.5,1,"BRM   ",5,"20,†8,†2009",0
1531,217,"CagÛn","","Altura aproximada:10 cm","",21,1,"BC   ",5,"21,†8,†2009",0
1532,217,"Pastorina","","Altura aproximada:12 cm","",24,1,"BPA   ",5,"21,†8,†2009",0
1534,217,"Pastor dormido","","Altura aproximada:12 cm","",17,1,"BPD   ",5,"21,†8,†2009",0
1535,217,"Pastor oveja","","Altura aproximada:11 cm","",25.5,1,"BPO   ",5,"21,†8,†2009",0
