artid,catid,"art_name","art_name_eng","art_details","art_details_eng",art_price,id_ext,"ref",stock,"date",escaparate
845,193,"Cuenco","","Elaborado en el torno. Es de barro cocido y envejecido. Diametro 2,2cm. Precio unidad del tamaÒo grande.","",1.4,1,"B128    ",50,"27, 5, 2008",0
846,193,"Cazuela","","Elaborado en el torno. Es de barro cocido y envejecido. Diametro 2,8cm.","",1.9,1,"B105    ",50,"27, 5, 2008",0
847,193,"Zambomba",""," Es de barro cocido envejecido y tela. Diametro 2,5cm. Altura sin palo 3cm.","",3,1,"B106   ",50,"27, 5, 2008",0
848,193,"L·mpara aceite mini",""," Elaborado de barro cocido envejecido. Diametro 1,7cm.  Precio unidad del tamaÒo mini.","",2.4,1,"B107m    ",50,"27, 5, 2008",0
849,193,"L·mpara aceite",""," Elaborado de barro cocido envejecido. Diametro 2,5cm.  Precio unidad del tamaÒo pequeÒo.","",2.4,1,"B107    ",50,"27, 5, 2008",0
853,193,"C·ntaro mini","","Elaborada en el torno. Es de barro cocido y envejecido. Medida de alto 1,8cm.","",1.9,1,"B108m    ",50,"27, 5, 2008",0
852,193,"L·mpara aceite gr.","","Elaborada en el torno. Es de barro cocido y envejecido. Diametro 3,5cm. Precio de la unidad grande.","",2.9,1,"B93    ",45,"27, 5, 2008",0
854,193,"C·ntaro pequeÒo","","Elaborada en el torno. Es de barro cocido y envejecido. Medida de alto 2,2cm.","",1.9,1,"B108    ",50,"27, 5, 2008",0
855,193,"C·ntaro mediano","","Elaborada en el torno. Es de barro cocido y envejecido. Medida de alto 3cm.","",1.9,1,"B109    ",50,"27, 5, 2008",0
856,193,"CastaÒera mini","","Elaborada en el torno. Es de barro cocido y envejecido. Medida de alto 1,8cm.","",1.9,1,"B111m    ",50,"27, 5, 2008",0
857,193,"CastaÒera","","Elaborada en el torno. Es de barro cocido y envejecido. Medida de alto 2,5cm.","",1.9,1,"B111    ",50,"27, 5, 2008",0
858,193,"C·ntaro dos asas","","Elaborada en el torno. Es de barro cocido y envejecido. Medida de alto 3,5cm.","",1.9,1,"B110    ",50,"27, 5, 2008",0
859,193,"Botijo","","Elaborada en el torno. Es de barro cocido y envejecido. Medida de alto 3cm.","",1.9,1,"B113    ",50,"27, 5, 2008",0
860,193,"Botijo pastor mini","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas 2x 1,8cm.","",2.4,1,"B114m     ",50,"27, 5, 2008",0
861,193,"Botijo pastor","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas 3,3x3cm.","",2.4,1,"B114    ",50,"27, 5, 2008",0
862,193,"Pipo","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas 3cm. de alto","",1.9,1,"B126    ",50,"27, 5, 2008",0
863,193,"Jarra boca ancha","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas 1,8cm. de alto","",1.9,1,"B96m    ",50,"27, 5, 2008",0
864,193,"Jarra boca ancha","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas 2,5cm. de alto","",1.9,1,"B96p    ",50,"27, 5, 2008",0
865,193,"Jarra boca ancha","","Elaborada en el torno. Es de barro cocido y envejecido. Medidas 3,3cm. de alto","",2.4,1,"B96     ",50,"27, 5, 2008",0
866,193,"Jarra boca ancha","","Elaborado con torno. Es de barro cocido envejecido. Medidas de alto 4,5cm. y 4 de diametro.","",3.9,1,"B96g    ",50,"27, 5, 2008",0
867,193,"Jarra boca estrecha","","Elaborado con torno. Es de barro cocido envejecido. Medidas de alto","",1.9,1,"B92m    ",50,"27, 5, 2008",0
868,193,"Jarra boca estrecha","","Elaborado con torno. Es de barro cocido envejecido. Medidas de alto 2,5cm.","",1.9,1,"B92p    ",50,"27, 5, 2008",0
869,193,"Jarra boca estrecha","","Elaborado con torno. Es de barro cocido envejecido. Medidas de alto 4,5cm.","",3.4,1,"B92    ",50,"27, 5, 2008",0
870,193,"¡nfora romana mini","","Elaborado con torno. Es de barro cocido envejecido. Medidas de largo 2,8cm. Precio unidad del tamaÒo mini.","",1.9,1,"B94m    ",50,"27, 5, 2008",0
871,193,"¡nfora romana peq.","","Elaborado con torno. Es de barro cocido envejecido. Medidas de largo 3,5cm. Precio unidad del tamaÒo pequeÒo.","",1.9,1,"B94p    ",50,"27, 5, 2008",0
872,193,"¡nfora romana med.","","Elaborado con torno. Es de barro cocido envejecido. Medidas de largo 5,6cm. Precio unidad del tamaÒo mediano.","",4.25,1,"B94    ",50,"27, 5, 2008",0
873,193,"¡nfora romana gr.","","Elaborado con torno. Es de barro cocido envejecido. Medidas de largo 8,2cm. Precio unidad del tamaÒo grande.","",4.85,1,"B94g   ",50,"27, 5, 2008",0
874,193,"¡nfora romana sgr.","","Elaborado con torno. Es de barro cocido envejecido. Medidas de largo 11,3cm. Precio unidad del tamaÒo supergrande.","",6.65,1,"B94sp    ",50,"27, 5, 2008",0
875,194,"Plato grande",""," Es de barro cocido vidriado. Diametro 4,1cm. Precio unidad del tamaÒo grande.","",3.45,1,"B121a ",30,"27, 5, 2008",0
876,194,"Plato mediano",""," Es de barro cocido vidriado. Diametro 3,4cm. Precio unidad del tamaÒo mediano.","",3,1,"B122a ",30,"27, 5, 2008",0
877,194,"Plato pequeÒo",""," Es de barro cocido vidriado. Diametro 2,7cm. Precio unidad del tamaÒo pequeÒo.","",2.2,1,"B123a ",75,"27, 5, 2008",0
878,194,"Plato grande","","Elaborado con barro cocido vidriado. Diametro 4,1cm. Precio unidad del tamaÒo grande.","",3.45,1,"B121b ",30,"27, 5, 2008",0
879,194,"Plato mediano","","Elaborado con barro cocido vidriado. Diametro 3,4 cm. Precio unidad del tamaÒo mediano.","",3,1,"B122b ",30,"27, 5, 2008",0
880,194,"Plato pequeÒo","","Elaborado con barro cocido vidriado. Diametro 2,7 cm. Precio unidad del tamaÒo pequeÒo.","",2.2,1,"B123b ",75,"27, 5, 2008",0
881,194,"Plato grande","","Elaborado con barro cocido vidriado. Diametro 4,1 cm. Precio unidad del tamaÒo grande.","",3.45,1,"B121c ",30,"27, 5, 2008",0
882,194,"Plato mediano","","Elaborado con barro cocido vidriado. Diametro 3,4 cm. Precio unidad del tamaÒo mediano.","",3,1,"B122c ",30,"27, 5, 2008",0
883,194,"Plato pequeÒo","","Elaborado con barro cocido vidriado. Diametro 2,7 cm. Precio unidad del tamaÒo pequeÒo.","",2.2,1,"B123c ",75,"27, 5, 2008",0
884,195,"Platero","","Elaborado con madera. Medidas 8,7x5,4x2,2.","",8.5,1,"V3 ",50,"27, 5, 2008",0
885,195,"Conjunto platero","","Platero con todas las miniaturas que aparecen en la fotografia. Medidas 8,7x5,4x2,2cm.","",26.4,1,"IV215 ",5,"29, 5, 2008",0
886,195,"Conjunto platero","","Platero con todas las miniaturas que aparecen en la fotografia. Medidas 8,7x5,4x2,2cm.","",28.9,1,"IV216 ",5,"29, 5, 2008",0
887,195,"Conjunto platero","","Platero con todas las miniaturas que aparecen en la fotografia. Medidas 8,7x5,4x2,2cm.","",24.3,1,"IV219 ",5,"29, 5, 2008",0
888,195,"Platero grande",""," Medidas 10x10,6x2,4 cm.","",15.4,1,"V4 ",15,"29, 5, 2008",0
907,198,"Palmera 0","","Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura ..............cm.","",7.2,1,"P0  ",15,"30, 5, 2008",0
889,195,"Fanega","","Medida antigua. Dimensiones 5x2,3x1,5cm.","",6.6,1,"V5 ",50,"29, 5, 2008",0
890,195,"Escalera pequeÒa",""," Dimensiones 4,4x13cm. Precio unidad del tamaÒo pequeÒo","",4.2,1,"V6 ",20,"29, 5, 2008",0
891,195,"Escalera grande",""," Dimensiones 4,4x20cm. Precio unidad del tamaÒo grande","",4.4,1,"V7 ",20,"29, 5, 2008",0
892,195,"Recogedor y escoba","","Medidas del recogedor 6,2cm. de alto. Precio del conjunto.","",7.1,1,"V8 ",30,"29, 5, 2008",0
893,195,"Artesa","","Medidas 8x4,8x2,5 cm. Precio solo de la artesa.","",7,1,"V9 ",20,"29, 5, 2008",0
894,195,"Mesa con artesa","","Medidas de la artesa 8x4,8x2,5 cm. Altura total con la mesa 5cm. Precio del conjunto completo.","",16.6,1,"V9m ",5,"29, 5, 2008",0
895,195,"Lavadero","","Medidas 4x2,5cm. Precio del lavadero solo.","",3.2,1,"V10 ",75,"29, 5, 2008",0
896,195,"Lebrillo c. lavadero","","Conjunto compuesto por tabla de lavar, lebrillo de barro y taco de jabÛn verde. Medidas del lavadero 4x2,5cm.Precio del conjunto","",4.8,1,"V11 ",5,"29, 5, 2008",0
897,195,"Lebrillo de tender","","Lebrillo de barro con telas. Diametro del lebrillo 4 cm.","",2.6,1,"V12 ",15,"29, 5, 2008",0
898,195,"Lebrillo tender mini","","Lebrillo de barro con telas. Diametro del lebrillo 2,5 cm.","",2.3,1,"V12m ",15,"29, 5, 2008",0
899,195,"Tendedero","","Conjunto de tendedero con ropa y pinzas. Medidas 18x5cm la base y 13,5 de alto.","",17.8,1,"V13 ",25,"29, 5, 2008",0
900,195,"Tendedero mini","","Conjunto de tendedero con ropa y pinzas. Medidas de la base 12x2,6cm y 8cm. de alto.","",17.5,1,"V14  ",30,"29, 5, 2008",0
901,195,"CaÒa de pescar",""," AutÈntica caÒa de pescar muy artesanal. La medida es orientativa, de unos 17cm. Puede ser azul o verde","",12.2,1,"V15a ",25,"29, 5, 2008",0
902,195,"CaÒa de pescar",""," AutÈntica caÒa de pescar muy artesanal. La medida es orientativa, de unos 17cm. El color puede ser naranja o rojo.","",12.2,1,"V15b ",25,"29, 5, 2008",0
903,195,"Parihuela","","Medidas 10x4,8x2,2cm. de alto.","",6.5,1,"V16 ",10,"29, 5, 2008",0
904,195,"Decorado mini",""," Estructura de 3 niveles para recrear un ambiente exteriror, con figuras de 5 a 6 cm.Medidas 12x26cm. y 6 de alto.","",62.0517,1,"V17",8,"29, 5, 2008",0
905,195,"Cuna pequeÒa","","Cuna de madera con tela de arpillera. Medidas 4,9x10x4,5cm.Precio unidad del tamaÒo pequeÒo.","",13.1224,1,"V20",15,"29, 5, 2008",0
906,195,"Cuna mediana","","Cuna de madera con tela de arpillera. Medidas 6,5x11,6x5cm. Precio  unidad del tamaÒo mediano.","",15.1569,1,"V21",15,"29, 5, 2008",0
908,198,"Palmera 1","","Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 20cm.","",10.2,1,"P1  ",15,"30, 5, 2008",0
909,198,"Palmera 2","","Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 26cm.","",15.1,1,"P2  ",15,"30, 5, 2008",0
910,198,"Palmera 3","","Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 34 cm.","",18.7,1,"P3  ",15,"30, 5, 2008",0
911,198,"Palmera 4","","Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 42 cm.","",23,1,"P4  ",15,"30, 5, 2008",0
912,198,"Palmera 5","","Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 47 cm.","",26.6,1,"P5  ",15,"30, 5, 2008",0
913,198,"Palmera 6","","Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura cm.","",31.5,1,"P6  ",8,"30, 5, 2008",0
914,198,"Maceta mini","","Maceta de barro de 1,5cm de alto y 1,7 de diametro. Disponible en blanco, rojo, rosa, malva. Indique en Comentarios su preferencia. Precio unidad.","",3,1,"P7  ",50,"30, 5, 2008",0
915,198,"Maceta mini amarilla","","Maceta de barro con planta de plastico envejecido. Dimensiones de la maceta  sin la planta 1,7cm de diametro y 1,5 de alto. Precio unidad.","",3,1,"P7a  ",50,"30, 5, 2008",0
919,198,"Maceta rosa fucsia","","Maceta de barro cocido con  2,2 cm.de alto sin la planta y 2,2 de diametro. Puede ser de pie o de colgar, indique en \"Comentarios\" su preferencia.","",3,1,"P8rf  ",30,"1, 6, 2008",0
918,198,"Maceta roja","","Maceta de barro cocido con 2,2 cm. de diametro y 2,2 de alto, sin la planta. Puede ser de pie o de colgar, indique en \"Comentarios\" su preferencia.","",3,1,"P8r  ",30,"1, 6, 2008",0
920,198,"Maceta surtida","","Medida 2,2 cm.de alto sin la planta. Puede ser de pie o de colgar. Disponible en blanco, malva, naranja, azul y rosa. Su preferencia en \"Comentarios\".","",3,1,"P8  ",100,"1, 6, 2008",1
921,198,"Macetero","","Elaborado con estaÒo. Medida de alto 4,8 cm y diametro 2,3. Util para todas las referencias P8 y P10.Precio unidad solo macetero.","",5.9,1,"P9 ",40,"1, 6, 2008",0
922,198,"Tinaja rosa","","La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada. Precio unidad color rosa.","",4.8,1,"P10tr   ",20,"1, 6, 2008",0
923,198,"Tinaja roja","","La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada. Precio unidad color rojo.","",4.8,1,"P10tj  ",20,"1, 6, 2008",0
924,198,"Tinaja amarilla","","La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada. Precio unidad color amarillo.","",4.8,1,"P10ta  ",25,"1, 6, 2008",0
925,198,"Tinaja azul","","La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de porcelana rusa y la planta es natural tratada.","",4.8,1,"P10pa  ",25,"1, 6, 2008",0
926,198,"Tinaja roja","","La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de porcelana rusa y la planta es natural tratada.","",4.8,1,"P10pr  ",20,"1, 6, 2008",0
927,198,"Tinaja tulipan","","La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de porcelana rusa y la planta es natural tratada.","",4,1,"P10t  ",20,"1, 6, 2008",0
928,198,"Maceta dalia rosa","","La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada.","",4.8,1,"P10dr  ",20,"1, 6, 2008",0
929,198,"Jardinera ovalada","","La jardinera es de barro, mide de alto 2cm, y de largo 5,5. Disponible en  morado y en carmin, indique su preferencia en \"Comentarios\". Precio unidad.","",5.5,1,"P11  ",35,"1, 6, 2008",0
932,198,"Planta de margaritas","","Medidas de largo 7 cm.  Apropiada para alegrar cualquier rincÛn.","",5.5,1,"P13  ",30,"1, 6, 2008",0
931,198,"Jardinera redonda","","La jardinera es de barro con 3,8cm. de diametro. Disponible en color rosa, rojo y naranja. Indique su preferencia en \"Comentarios\". Precio unidad.","",4.8,1,"P12  ",40,"1, 6, 2008",0
933,198,"Planta de tomates","","Muy vistosa para el huerto. Medidas 10x4,5 cm. y 8,2 de alto.","",7,1,"P14  ",40,"1, 6, 2008",0
934,198,"Planta de calabaza",""," Medidas 6,5x5 cm. y 4,2 de alto.","",7,1,"P15   ",40,"1, 6, 2008",0
935,198,"Planta de sandÌa","","Medidas 6,5x5 cm.","",6.5,1,"P16   ",40,"1, 6, 2008",0
936,198,"Planta de pimientos","","Medidas 5 cm. de alto.","",5,1,"P17  ",20,"1, 6, 2008",0
937,198,"Planta de berejenas","","Medidas 5 cm. de alto.","",5.4,1,"P18 ",20,"1, 6, 2008",0
938,198,"Planta de alcachofas","","Medidas 7 cm. de alto.","",5.4,1,"P19 ",20,"1, 6, 2008",0
939,198,"ViÒa","","Medidas 7 cm. de alto.","",8.6,1,"P20 ",20,"1, 6, 2008",0
940,198,"Girasol","","Medidas 8.7cm. de alto. Precio unidad con dos girasoles.","",4.85,1,"P21 ",40,"1, 6, 2008",0
941,198,"Huerto pequeÒo","","Medidas 15,5x11 cm.","",29,1,"P22  ",30,"1, 6, 2008",0
942,198,"Espantapajaros","","Medidas 15,5 cm. de alto.","",11,1,"P24  ",20,"1, 6, 2008",0
943,198,"Chumbera pequeÒa","","Elaborada con estaÒo. Medidas 5,6 cm. de alto.","",4.8,1,"P25  ",30,"1, 6, 2008",0
944,198,"Chumbera grande","","Elaborada con estaÒo. Medidas 8,5cm. de alto.","",7,1,"P26  ",30,"1, 6, 2008",0
945,198,"Junco","","Elaborada con latÛn. Medidas 6,8cm. de alto.","",7,1,"P27  ",30,"1, 6, 2008",0
946,198,"Pita","","Elaborada con latÛn. Medidas 4,5cm. de alto.","",5,1,"P28  ",20,"1, 6, 2008",0
947,198,"Pita con pitÛn","","Elaborada con latÛn. Medidas 11,5cm. de alto.","",7,1,"P29  ",20,"1, 6, 2008",0
948,198,"Grabia naranja","","Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31GN   ",20,"1, 6, 2008",0
949,198,"Grabia amarilla","","Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31GA ",20,"1, 6, 2008",0
950,198,"Grabia rosa","","Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31GR ",20,"1, 6, 2008",0
951,198,"Phylica Naranja","","Planta natural tratada. Altura aproximada 17cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31PN ",20,"1, 6, 2008",0
952,198,"Phylica Lila","","Planta natural tratada. Altura aproximada 17cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31PL ",20,"1, 6, 2008",0
953,198,"Stoebe Verde","","Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31SV ",20,"1, 6, 2008",0
954,198,"Stoebe Byzance","","Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31SB ",20,"1, 6, 2008",0
955,198,"Stoebe Plata","","Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31SP ",20,"1, 6, 2008",0
956,198,"Lepto Baby","","Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaÒo, indiquelo en \"Comentarios\"","",11.5,1,"P31LB ",20,"1, 6, 2008",0
957,198,"Naranjo mini","","Altura 9cm.","",8,1,"P34 ",20,"1, 6, 2008",0
958,198,"¡rbol","","Altura aproximada 30cm.","",27,1,"P35a ",12,"1, 6, 2008",0
959,198,"¡rbol","","Altura aproximada 30cm.","",27,1,"P35b ",12,"1, 6, 2008",0
960,198,"¡rbol","","Altura aproximada 30cm.","",27,1,"P35c ",12,"1, 6, 2008",0
961,198,"¡rbol","","Altura aproximada 30cm.","",27,1,"P35d ",12,"1, 6, 2008",0
962,198,"¡rbol","","Altura aproximada 30cm.","",27,1,"P35e ",12,"1, 6, 2008",0
963,198,"¡rbol","","Altura aproximada 30cm.","",27,1,"P35f ",12,"1, 6, 2008",0
964,198,"Plantas surtidas","","Altura media aproximada 6cm. Precio unidad.","",3,1,"P36 ",100,"1, 6, 2008",0
965,198,"Arbusto taraje","","Altura media aproximada 13,5cm.","",6,1,"P37 ",20,"1, 6, 2008",0
966,198,"Arbusto","","Altura media aproximada 17cm.","",6,1,"P38 ",20,"1, 6, 2008",0
967,198,"Pino mini","","Altura media aproximada  8cm.","",5.3,1,"P39 ",20,"1, 6, 2008",0
968,198,"Pino pequeÒo","","Altura media aproximada   16cm.","",10.7,1,"P40 ",20,"1, 6, 2008",0
969,198,"Pino mediano","","Altura media aproximada  22 cm.","",17.1,1,"P41 ",20,"1, 6, 2008",0
1239,197,"Telar de pie","","Elaborado con madera. Medidas 11 x 18 cm. de alto y 6,5 de ancho.","",35.7,1,"H37  ",5,"20,†6,†2008",1
972,199,"Puesto semillas mini","","Puesto de madera para figuras de 8 cm.  Medidas 8,9x4 y 10cm. de alto.","",14.5,1,"T1  ",30,"5,†6,†2008",0
973,199,"Puesto semillas peq","","Puesto de madera para figuras de 10-12 cm.  Medidas 12,5x5 y 11,5cm. de alto.","",16.9,1,"T2  ",30,"5,†6,†2008",0
974,199,"Puesto semillas med.","","Puesto de madera para figuras de 12-14 cm.  Medidas 14,5x5,5 y 13,5cm. de alto.","",20.5,1,"T3  ",30,"5,†6,†2008",0
975,199,"Puesto semillas gr.","","Puesto de madera para figuras de 17 cm.  Medidas 19x8 y 15,5cm. de alto.","",29,1,"T4  ",30,"5,†6,†2008",0
976,199,"Puesto embutidos p.","","Puesto de madera para figuras de 10 cm.  Medidas 11,5x4,5 y 11cm. de alto.","",27.2,1,"T5  ",30,"5,†6,†2008",0
977,199,"Puesto embutidos m.","","Puesto de madera para figuras de 12 cm.  Medidas 13,5x4,5  y 15,5 cm. de alto.","",29.6,1,"T6  ",30,"5,†6,†2008",0
978,199,"Puesto embutidos gr.","","Puesto de madera para figuras de 14 cm.  Medidas 17,5x5,5  y 18 cm. de alto.","",33.2,1,"T7  ",30,"5,†6,†2008",0
979,199,"Secadero embutidos p","","La estructura es de madera.  Medidas 37x9,4  y 24,2 cm. de alto.","",118.5,1,"T8   ",7,"5,†6,†2008",1
980,199,"Secadero embutidos g","","La estructura es de madera.  Medidas 55x12,6  y 33 cm. de alto.","",169.5,1,"T9   ",7,"5,†6,†2008",1
981,199,"Secadero de palos","","Estructura de madera y palos.  Medidas 18x5   y 14 cm. de alto.","",21.8,1,"T10  ",15,"5,†6,†2008",0
982,199,"Puesto verduras p.","","Estructura de madera.  Medidas 11,5x4,5   y 11 cm. de alto. Para figuras de 10-12 cm.","",27.8,1,"T11  ",15,"5,†6,†2008",0
983,199,"Puesto verduras m.","","Estructura de madera.  Medidas 13,5x4,5   y 15,5 cm. de alto. Para figuras de 12-14 cm.","",32.7,1,"T12  ",15,"5,†6,†2008",1
984,199,"Puesto de flores","","Estructura de madera.  Medidas 12x8  y 14 cm. de alto. Para figuras de 12 cm.","",26.6,1,"T13  ",15,"5,†6,†2008",0
985,199,"Puesto de especies","","Estructura de madera.  Medidas 12x8  y 14 cm. de alto. Para figuras de 12 cm.","",26.6,1,"T14  ",10,"5,†6,†2008",0
986,199,"Puesto de pan","","Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.","",42.3,1,"T15   ",10,"5,†6,†2008",1
987,199,"Puesto de quesos","","Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.","",42.3,1,"T16  ",10,"5,†6,†2008",1
988,199,"Puesto de cestos","","Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.","",31.5,1,"T17  ",10,"5,†6,†2008",1
989,199,"Puesto de cestos gr.","","Estructura de madera.  Medidas 17,5x5,5  y 18 cm. de alto. Para figuras de 17 cm.","",38.7,1,"T18  ",5,"5,†6,†2008",0
1010,213,"Mesa embutidos m.","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",12.7,1,"T41     ",20,"8,†6,†2008",0
991,199,"Puesto de cacharros","","Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.","",38.7,1,"T19  ",5,"5,†6,†2008",0
992,199,"Puesto de alfarero","","Estructura de madera. Medidas 12x8 y 14 cm. de alto. Para figuras de 12cm.","",43.56,1,"T20   ",15,"6,†6,†2008",1
993,199,"Puesto pescado mini","","Estructura de madera. Medidas 8,9x4 y 10 cm. de alto. Para figuras de 8cm.","",26.6,1,"T21  ",15,"6,†6,†2008",0
994,199,"Puesto pescado peq.","","Estructura de madera. Medidas 12,5x5 y 11,5 cm. de alto. Para figuras de 10-12cm.","",32.6,1,"T22  ",15,"6,†6,†2008",0
995,199,"Puesto pescado med.","","Estructura de madera. Medidas13,5x4,5 y 15,5 cm. de alto. Para figuras de 14cm.","",38.7,1,"T23  ",10,"6,†6,†2008",1
996,199,"Puesto pescado gr.","","Estructura de madera. Medidas19x8 y 15,5cm. de alto. Para figuras de 17cm. Imagen no disponible.","",46,1,"T24    ",8,"6,†6,†2008",0
997,199,"Tienda de telas","","La estructura es de madera y escayola.  Para figuras de 10-12 cm. Dimensiones 27x24,5 y 16 cm. de alto. Precio de todo el conjunto.","",59.3,1,"T26  ",4,"6,†6,†2008",0
998,213,"Puesto de alfarero","","Para figuras de 5-6cm. Dimensiones 5,7x2,4 y 6,7cm. de alto.","",21.8,1,"T27       ",25,"6,†6,†2008",0
999,213,"Puesto de embutidos","","Para figuras de 5-6cm. Dimensiones 5,7x2,4 y 6,7cm. de alto.","",21.8,1,"T28     ",25,"6,†6,†2008",0
1000,213,"Puesto de verduras","","Para figuras de 5-6cm. Dimensiones 5,7x2,4 y 6,7cm. de alto.","",21.8,1,"T29     ",25,"6,†6,†2008",0
1001,213,"Secadero mini","","Para figuras de 5-6cm. Para comprar con la figura ir a la Categoria de \" Grupos de 5-6cm.\" Precio solo del secadero.","",20.6,1,"T32    ",25,"6,†6,†2008",0
1002,200,"Mesa molinillo peq.","","La mesa es de madera y las miniaturas de materiales diversos. Dimensiones 7x4 y 4,6cm. de alto","",12.1,1,"T33  ",25,"6,†6,†2008",0
1003,200,"Mesa mortero peq.","","La mesa es de madera y las miniaturas de materiales diversos. Dimensiones 7x4 y 4,6cm. de alto","",12.1,1,"T34   ",10,"6,†6,†2008",0
1004,200,"Mesa botijo","","La mesa es de madera y las miniaturas de materiales diversos. Dimensiones  9,2x4,8 y 5,7cm. de alto","",14.5,1,"T35   ",12,"6,†6,†2008",0
1005,200,"Mesa molinillo md.","","La mesa es de madera y las miniaturas de materiales diversos. Dimensiones  9,2x4,8 y 5,7cm. de alto","",16.9,1,"T36  ",20,"6,†6,†2008",0
1006,200,"Mesa molinillo gr.","","La mesa es de madera y las miniaturas de materiales diversos. Dimensiones  12x6,2 y 7cm. de alto","",19.4,1,"T37  ",15,"6,†6,†2008",0
1007,200,"Mesa m·quina ch.","","La mesa es de madera y la m·quina de hacer chorizos es de metal. Dimensiones  de la mesa10x4 y 4cm. de alto","",20.6,1,"T38  ",15,"6,†6,†2008",1
1008,200,"Mesa con peso","","La mesa es de madera y el peso de metal. Dimensiones  de la mesa10x4 y 4cm. de alto","",19.4,1,"T39  ",15,"6,†6,†2008",0
1009,200,"Mesa con artesa","","Elaborado con madera. Medidas de la mesa 10x4,5x4,2cm.","",13.9,1,"T40  ",15,"6,†6,†2008",0
1011,213,"Mesa especies m.","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",10.9,1,"T42     ",20,"8,†6,†2008",0
1012,213,"Mesa alfarero m.","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",10.9,1,"T43     ",20,"8,†6,†2008",0
1013,213,"Mesa verduras m.","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",13.9,1,"T44     ",20,"8,†6,†2008",0
1014,213,"Mesa pan m.","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",9,1,"T45     ",20,"8,†6,†2008",0
1015,213,"Mesa telas m.","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",10.3,1,"T46      ",20,"8,†6,†2008",0
1016,213,"Mesa pescado m.","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",17.6,1,"T47    ",20,"8,†6,†2008",0
1017,213,"Mesa supermini","","TamaÔøΩo para figuras de 5-6 cm. Medidas 2x5x2 cm.","",4.4,1,"T48    ",50,"8,†6,†2008",0
1018,200,"Mesa vacÌa mini","","Elaborada con madera. Medidas 6,5x3,7 y 3,5 cm. de alto.","",6,1,"T49  ",25,"8,†6,†2008",0
1019,200,"Mesa vacÌa pequeÒa","","Elaborada con madera. Medidas 7x4 y 4,6 cm. de alto.","",6,1,"T50  ",50,"8,†6,†2008",0
1020,200,"Mesa vacÌa mediana","","Elaborada con madera. Medidas 9,2x4,8 y 5,7 cm. de alto.","",7.2,1,"T51  ",50,"8,†6,†2008",0
