catid,artid,cat_name,art_details,art_name,ref,art_price
204,1384,Animales Manuel,Elaborado con barro cocido. Para figuras de 17 cm.,Buey 17,10BY17   ,32.7
204,1385,Animales Manuel,"El conjunto esta compuesto por dos bueyes de barro cocido, el yugo y el arado. Para figuras de 10cm.",Arado bueyes 8,A100 ,50.15
204,1386,Animales Manuel,"El conjunto esta compuesto por dos bueyes de barro cocido, el yugo y el arado. Para figuras de 12cm.",Arado bueyes 12,A101 ,60.5259
204,1387,Animales Manuel,"El conjunto esta compuesto por dos bueyes de barro cocido, el yugo y el arado. Para figuras de 14cm.",Arado bueyes 14,A102 ,68.6638
204,1388,Animales Manuel,"El conjunto esta compuesto por dos bueyes de barro cocido, y un carro de madera cargado de paja y diversos complementos. Para figuras de 8cm.",Carreta bueyes 8,A103,47.6069
204,1389,Animales Manuel,"El conjunto esta compuesto por dos bueyes de barro cocido, y un carro de madera cargado de paja y diversos complementos. Para figuras de 8cm.",Carreta bueyes 10,A103-10,70.3931
213,1397,Cabezones Alborox grupos 5-6cm,Portal de madera y escayola con nacimiento en barro de 6 cm. Precio completo,Portal con figuras,61FN     ,26
213,1398,Cabezones Alborox grupos 5-6cm,Portal de madera y escayola con nacimiento gitano de 6 cm. Imagen no disponible.Precio completo,Portal con figuras,61FG   ,26
213,1399,Cabezones Alborox grupos 5-6cm,Portal de madera y escayola con nacimiento en barro de 6 cm. Imagen no disponible.Precio completo,Portal con figuras,300FN   ,35
213,1400,Cabezones Alborox grupos 5-6cm,Portal de madera y escayola con nacimiento en barro de 6 cm. Precio completo,Portal con figuras,300FG    ,42.4
213,1401,Cabezones Alborox grupos 5-6cm,Taller de madera y escayola con figura en barro de 6 cm. Precio completo,Taller hilandera,1H    ,24
213,1402,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figura en barro de 6 cm. Precio completo,Tienda especies,1VE    ,26
213,1403,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figura en barro de 6 cm. Precio completo,Tienda embutidos,1VEM    ,36.3
213,1404,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figura en barro de 6 cm. Precio completo,Tienda ceramica,1VP     ,25.4
213,1405,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figura en barro de 6 cm. Precio completo,Alfareria,2511TA   ,38.7
213,1406,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo,Vaqueriza,5035F    ,35.1
213,1407,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figura en barro de 6 cm. Precio completo,Panaderia,2491H    ,35.7
213,1408,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo,Molino,306F    ,35.7
213,1409,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo,Tienda especies,2511TE   ,35.7
213,1410,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo,Tienda verduras,2511TV    ,38.7
213,1411,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo,Tienda pescado,2511TP   ,38.7
213,1412,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo,Castillo Herodes,245F   ,29
213,1413,Cabezones Alborox grupos 5-6cm,Estructura de madera y escayola con figuras en barro de 6 cm. Precio completo,Corralito gallinas,CG   ,24.2
213,1414,Cabezones Alborox grupos 5-6cm,"Estructura de madera, complementos y  figura en barro. Escala  6 cm. Precio completo",Puesto alfarero,T27t     ,23.6
213,1415,Cabezones Alborox grupos 5-6cm,"Estructura de madera, complementos de porcelana rusa y  figura en barro. Escala  6 cm. Precio completo",Puesto embutidos,T28t    ,23.6
213,1416,Cabezones Alborox grupos 5-6cm,"Estructura de madera, complementos de porcelana rusa y  figura en barro. Escala  6 cm. Precio completo",Puesto verduras,T29t    ,23.6
213,1417,Cabezones Alborox grupos 5-6cm,Estructura de madera y  figura en barro. Escala  6 cm. Precio completo,Puesto pescado,T30t  ,23
213,1418,Cabezones Alborox grupos 5-6cm,Estructura de madera y  figura en barro. Escala  6 cm. Precio completo,Mesa embutidos,T41t   ,18.2
213,1419,Cabezones Alborox grupos 5-6cm,Estructura de madera y  figura en barro. Escala  6 cm. Precio completo,Mesa especias,T42t   ,16.4
213,1420,Cabezones Alborox grupos 5-6cm,Estructura de madera y  figura en barro. Escala  6 cm. Precio completo,Mesa pan,T45t   ,16.9
213,1421,Cabezones Alborox grupos 5-6cm,Estructura de madera y  figura en barro. Escala  6 cm. Precio completo,Mesa alfarero,T43t   ,19
213,1422,Cabezones Alborox grupos 5-6cm,Estructura de madera y  figura en barro. Escala  6 cm. Precio completo,Mesa verduras,T44t   ,18.2
212,1425,Complementos construcción,Para colocar en alguna construcción. Dimensiones 8cm. alto y 4 de ancho,Puerta Z,S1 ,2.8
212,1426,Complementos construcción,"Para colocar en alguna construcción. Dimensiones 9cm. alto y 9,8 de ancho",Puerta ,S2 ,3.5
212,1427,Complementos construcción,"Para colocar en alguna construcción. Dimensiones 9,8cm. alto y 13,3 de ancho",Arco doble,S3 ,4.8
212,1428,Complementos construcción,Para colocar en alguna construcción. Dimensiones 9cm. alto y 6 de ancho,Arco simple,S4 ,3
212,1429,Complementos construcción,"Para colocar en alguna construcción. Dimensiones 5,3cm. alto y 4,5 de ancho",Balcón celosia,S5 ,5.5
212,1430,Complementos construcción,"Para colocar en alguna construcción. Dimensiones 3cm. alto y 4,8 de ancho",Ventana dos arcos,S6  ,2.5
212,1431,Complementos construcción,"Para colocar en alguna construcción. Dimensiones 5,1cm. alto y 4 de ancho",Ventana alargada,S7 ,2.5
187,1432,Frutas y Verduras,"Modelada a mano con porcelana rusa. Dimensiones de largo 1,3 cm.",Mazorcas mini,C62m  ,2.4
188,1433,Embutidos,"Modelado a mano con barro. Dimensiones 1,7 cm. de largo",Chorizo rosario mini,C71m    ,1.5
188,1434,Embutidos,"Modelado a mano con barro. Dimensiones 1,7 cm. de largo",Morcilla mini,C72m    ,1.5
188,1435,Embutidos,"Modelado a mano con barro. Dimensiones 1,7 cm. de largo",Butifarra  mini,C73m    ,1.5
207,1436,Construcciones hebreas,"La estructura es de madera y esta revestida con pasta de escayola. Dimensiones 11,4x5x16 cm",Casa hebrea,A117,17
207,1437,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones 17,5 x 6,2 x 17 cm",Casa hebrea,A127 ,17
207,1438,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones 9 x 4 x 11 cm",Casa hebrea,M227 ,12
207,1439,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones : 14 x 4 x 15,5 cm",Casa hebrea,A233   ,15
207,1440,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones : 8 x 5 x 14",Casa hebrea,M234  ,13
207,1441,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones :10 x 4 x 16 cm",Casa hebrea,A235 ,17
207,1442,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones :10 x 4 x 12 cm",Casa hebrea,A260  ,12
207,1443,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones :7 x 3,5 x 12 cm",Casa hebrea,M261 ,12
207,1444,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones :5,5 x 4,3 x 10 cm",Casa hebrea,M262 ,10
207,1445,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones :23 x 12 x 17 cm",Casa hebrea,A254 ,24
207,1446,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,A80 ,36
207,1447,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones 13 x 7 x 15,5 cm.",Casa hebrea,A22-7  ,19
207,1448,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones: 22 x 12,5 x 22,5 cm",Casa hebrea,A22-10 ,36
207,1449,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,A22-14 ,48
207,1450,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones: 19 x 7 x 14 cm",Casa hebrea,A130-6 ,17
207,1451,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones: 17 x 7 x 15 ,5cm",Casa hebrea,M134-0 ,21
207,1452,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones: 24 x 9,5 x 24 cm",Casa hebrea,A134 ,30
207,1453,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,A134-12 ,47
207,1454,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,A134-14 ,58
207,1455,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,A23-7 ,38
207,1456,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,A23 ,59
207,1457,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,A-18 ,79
207,1458,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Los complementos no están incluidos dentro del precio.",Casa hebrea,A142  ,149
207,1459,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Los complementos no están incluidos dentro del precio.",Casa hebrea,A501-14  ,94
207,1460,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Los complementos no están incluidos dentro del precio.",Casa hebrea,A502-10   ,63
207,1461,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.",Casa hebrea,A502-14  ,98
207,1462,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.",Casa hebrea,A502-21  ,160
207,1463,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.",Casa hebrea,A504-12  ,65
207,1464,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Los complementos no estan incluidos dentro del precio.",Casa hebrea,A504-14 ,75
207,1465,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea,M101 ,30
207,1466,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea ,M103  ,58
207,1467,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea ,M102 ,35
207,1468,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea ,M104 ,74
207,1469,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones:10,5 x 8 x 18 cm.",Casa hebrea escalera,M111   ,30
207,1470,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones:14 x 9 x 21cm.",Casa hebrea escalera,M112   ,45
207,1471,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea escalera,M113 ,68
207,1472,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea escalera,M114 ,85
207,1473,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea arco,M131 ,27
207,1474,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea arco,M132 ,32
207,1475,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea arco,M133 ,52
207,1476,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.",Casa hebrea arco,M134 ,68
207,1477,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones:12,3 x 6,8 x 14,5 cm.",Casa hebrea ojo buey,M142 ,24
207,1478,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola.Dimensiones:9,7 x 9 x 19 cm.",Casa hebrea balcón,M152 ,30
208,1479,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola.",Cocina,A99,45.7759
208,1480,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola.",Cocina,A-100 ,45.7759
208,1481,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola.",Cocina,A83,45.7759
208,1482,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola.",Molino,A306 ,17
208,1483,Construcciones populares,Elaborado en barro cocido.,Molino barro mini,B02   ,8
208,1484,Construcciones populares,Elaborado en barro cocido.,Molino barro pequeño,B03     ,14
208,1485,Construcciones populares,Elaborado en barro cocido.,Molino barro mediano,B04   ,16
208,1486,Construcciones populares,Elaborado en barro cocido.,Molino barro grande,B05   ,20
208,1487,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Corralito,M253,14.2414
208,1488,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Portalito 6 cm,M61-1 ,12
208,1489,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.  ",Portalito 9 cm,M61-2 ,20
208,1490,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Portalito ,M503 6,19
208,1491,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Portalito ,M503-10 ,28
208,1492,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.Dimensiones: 18 x 10 x 15 cm.",Casa portal,M303-6  ,28
208,1493,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,M303-10,35
208,1494,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,M303-12,48
208,1495,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,M303-14 ,59
208,1496,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,M303-17,69
208,1497,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,M303-21 ,78
208,1498,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,A143-10  ,68
208,1499,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,A150-10  ,67
208,1500,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,A150-12 ,79
208,1501,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,A150-14 ,86
208,1502,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,A150-17 ,98
208,1503,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo.",Casa portal,A150-21 ,140
208,1504,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .",Casita portal,M121 ,32
208,1505,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:21 x 12,5 x 19 cm",Casita portal,M122 ,38
208,1506,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .",Casita portal,M123 ,68
208,1507,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .",Casita portal,M124 ,89
207,1508,Construcciones hebreas,"Elaborada en madera, revestida de pasta de escayola .",Portalito 3-4 cm,M-16,13.2241
208,1509,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones :27 x 12,5 x 25",Casa torre,A301  ,45
208,1510,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:45 x 22 x 25 cm",Casa ,A313   ,89
208,1511,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:28 x 10,5 x 17",Casa ,A147  ,35
208,1512,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:16 x 7 x 12 cm .",Casa  pequeña,A302  ,15
208,1513,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:13 x 5,5 x 10 cm .",Casa  pequeña,A308 ,12
208,1514,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:11 x 7 x 14 cm .",Casa  pequeña,A309 ,15
208,1515,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:9 x 14 x 18 cm .",Casa  pequeña,A310 ,18
208,1516,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:13 x 11 x 10 cm",Casita ,A322 ,12
208,1517,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:15 x 4,5 x 16,5 cm",Casita ,A258 ,15
208,1518,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:14 x 7 x 15 cm",Casita ,A96  ,16
208,1519,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:10 x 5 x11 cm",Casita ,A225 ,12
208,1520,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola .Dimensiones:13 x 5 x 13,5 cm",Casita ,A229 ,15
208,1521,Construcciones populares,"Elaborada en madera, revestida de pasta de escayola y tejado de brezo .Dimensiones:30 x 22 x 46",Casita ,A-30,121.052
217,1522,Belén Pilar,Altura aproximada:8 cm.,Angelito volador,BAV      ,19
217,1523,Belén Pilar,Altura aproximada:8 cm.,Angelito Flauta,BAM-F   ,21
217,1524,Belén Pilar,Altura aproximada:8 cm.,Angelito lira,BAM-L  ,21
217,1525,Belén Pilar,Altura aproximada:8 cm.,Angelito pandereta,BAM-P  ,21
217,1526,Belén Pilar,Altura aproximada:8 cm.,Angelito trompeta,BAM-T   ,21
217,1527,Belén Pilar,Altura aproximada:8 cm.,Angelito zambomba,BAM-Z  ,21
217,1528,Belén Pilar,Altura aproximada:11 cm.,Buey y mula,BBM ,39.5
217,1529,Belén Pilar,Altura aproximada de San José 16 cm (sin corona),Misterio,BMI   ,65
217,1530,Belén Pilar,"Altura aproximada: 18,5 cm.",Reyes magos,BRM   ,86.5
217,1531,Belén Pilar,Altura aproximada:10 cm,Cagón,BC   ,21
217,1532,Belén Pilar,Altura aproximada:12 cm,Pastorina,BPA   ,24
217,1534,Belén Pilar,Altura aproximada:12 cm,Pastor dormido,BPD   ,17
217,1535,Belén Pilar,Altura aproximada:11 cm,Pastor oveja,BPO   ,25.5
217,1537,Belén Pilar,Altura aproximada:10 cm,Pastor con pan,BPP  ,26
217,1538,Belén Pilar,Altura aproximada:14 cm,Trini,BTR ,32
217,1539,Belén Pilar,Altura aproximada:7 cm (precio por unidad),Chivín,BCHV ,12.8
217,1540,Belén Pilar,Altura aproximada:5 cm .El precio incluye un cerdo grande y  dos pequeños.,Familia de cerdos,BFG  ,18
217,1541,Belén Pilar,Altura aproximada:9 cm. El color de las gallinas puede variar.,Familia de gallinas,BFGA ,22.5
217,1542,Belén Pilar,"Altura aproximada:7,5 cm. El precio incluye una oca grande y dos pequeñas.",Familia de ocas,BFO ,19
217,1543,Belén Pilar,Altura aproximada:5 cm. El precio incluye dos ovejitas blancas (una de pie y otra tumbada) y una negra.,Familia de ovejas,BFOV  ,22
217,2487,Belén Pilar,Altura aproximada:5 cm,Perro pastor,pp1,9.5
217,1546,Belén Pilar,Altura aproximada:,Hilandera,BHI    ,32
217,1547,Belén Pilar,Altura aproximada:15 cm,Tapia,BTA ,21
217,1548,Belén Pilar,Altura aproximada:15 cm ( solo se incluye un camello en pie),Camello pie,BCP  ,36
217,1549,Belén Pilar,"Altura aproximada:9,5 cm",Camello tumbado,BCT  ,29
228,1550,Belen Gitano Rociero Alborox 5-6 cm.,Casa de madera y escayola con figuras de barro de 6cm,Grupo con gitanos,Gitanos 303,51.5
218,1551,Belenes Internacionales,Figuras de barro pintadas a mano. Original de Peru. 3 piezas,Campesinos peruanos,PR 9 ,12.5
218,1552,Belenes Internacionales,Figuras de barro pintada a mano. Original de Peru. 4 piezas,Entelados,PR 11,20
218,1553,Belenes Internacionales,Figuras de barro pintada a mano. Original de Peru. 4 piezas,Indios,PR 5,12.5
238,1592,Montserrat Ribes 12 cm,Escala para figuras de 12 cm.,Camellero 12cm,19215,64.5
215,1593,Montserrat Ribes Animales,Escala para figuras de 12-14 cm.,Camello mantas12-14c,19212,82.5
237,1577,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm 4 figuras,Anunciación 9 cm,19260-19263,254
237,1578,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm,Ángel 9 cm,19260,63.5
237,1579,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm,Pastor tumbado 9cm,19261,63.5
237,1580,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm,Pastor rodillas 9cm,19262,63.5
237,1581,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm,Pastor plato 9cm,19263,63.5
237,1582,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm. Pastor cuidando del rebaï¿½o,Pastor 9 cm,19256,63.5
237,1583,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm. Pastor recogiendo leï¿½a.,Pastor 9cm,19257,63
237,1584,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm.,Niña y cesta 9cm,19258,50.5
237,1585,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm.,Pastora cesta 9cm,19259,63.5
237,1586,Montserrat Ribes 9-10cm,Escala para figuras de 9 cm.,Pastora burro 9cm,19265,85
238,1587,Montserrat Ribes 12 cm,Escala para figuras de 12 cm,Belén hebreo 12 cm,208-209-280,283
238,1588,Montserrat Ribes 12 cm,Escala para figuras de 12 cm.,Virgen niño 12cm.,208,91
238,1589,Montserrat Ribes 12 cm,Escala para figuras de 12 cm.,San José 12 cm,209,91
215,1590,Montserrat Ribes Animales,Escala para figuras de 12 cm.,Mula 12 cm,19280,50.5
215,1591,Montserrat Ribes Animales,Escala para figuras de 12 cm.,Buey 12 cm,19281,50.5
238,1594,Montserrat Ribes 12 cm,Escala para figuras de 12 cm.,Past anunciación 12c,19207,80
238,1595,Montserrat Ribes 12 cm,Escala para figuras de 12 cm.,Past niño espalda 12,19206,80
238,1596,Montserrat Ribes 12 cm,Escala para figuras de 12 cm. Pastora calzando alpargata.,Pastora alpargata 12,19216,81
239,1598,Montserrat Ribes 14 cm,Escala para figuras de 14 cm. Pastor con cordero adorando.,Pastor adorando 14cm,19157,87.5
240,1599,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. ,Virgen 15 cm,19180,120.5
240,1600,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. ,San José niño 15cm,19181,120.5
240,1601,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. ,Reyes Magos 15 cm,19182,274
240,1602,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. ,Ángel sentado 15cm,19150,50.5
240,1603,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. ,Ángel rodillas 15cm,19151,50.5
240,1604,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. ,Pastor de camino 15c,19309,101.5
240,1605,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. ,Samaritana 15cm,19310,101.5
240,1608,Montserrat Ribes 15 cm,Escala para figuras de 15 cm.,Ángel anunciación 15,19183,99
240,1607,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. Ovejas no incluidas,Anunciación 15cm,19183-186  ,396
240,1609,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. Pastor acostado anunciaciï¿½n,Pastor acostado 15cm,19184,99
240,1610,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. Pastor de rodillas anunciaciï¿½n,Pastor rodillas 15cm,19185,99
240,1611,Montserrat Ribes 15 cm,Escala para figuras de 15 cm. Pastor de pie anunciaciï¿½n,Pastor de pie 15cm,19186,99
240,1612,Montserrat Ribes 15 cm,Escala para figuras de 15 cm.,Pastor cordero 15cm,19187,99
240,1613,Montserrat Ribes 15 cm,Escala para figuras de 15 cm.,Pastora adorando 15c,19188,99
248,1614,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 15-20 cm,Sara y ternero15-20c,19099,120.5
247,1615,Monserrat Ribes Figuras 14-17 cm,Escala para figuras de 12-17 cm,Niño gatito 14-17cm,19325,82.5
215,1616,Montserrat Ribes Animales,Escala para figuras de 12-17 cm,Dos gatitos 14-17cm,19326,16.5
247,1617,Monserrat Ribes Figuras 14-17 cm,Escala para figuras de 12-17 cm,Niña gatito 14-17cm,19327,67
240,1618,Montserrat Ribes 15 cm,Escala para figuras de 12-17 cm,Niña barriendo 13-15,19273,82.5
215,1619,Montserrat Ribes Animales,Escala para figuras de 12-17 cm,gallinas del corral,19274,17.5
247,1620,Monserrat Ribes Figuras 14-17 cm,Escala para figuras de 12-17 cm,Jarrón roto 14-17cm,19275,120.5
248,1621,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 12-17 cm,Pastor pis 15-20cm,19277,82.5
241,1625,Montserrat Ribes 17 cm,Escala para figuras de 15-17 cm,Arrastrando saco 17c,192278,82.5
241,1626,Montserrat Ribes 17 cm,Escala para figuras de 15-17 cm,Hermano mayor 17cm,19279,101.5
241,1624,Montserrat Ribes 17 cm,Escala para figuras de 15-17 cm,En el rio lavando17c,19300,119
248,1627,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 15-17 cm,Hermanos en rio15-20,19301,119
248,1628,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 15-20 cm,Atrapa la rana 15-20,19302,82.5
248,1629,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 15-17 cm,Rana en la piedra,19303,12.5
246,1630,Monserrat Ribes Figuras 12-18 cm,Escala para figuras de 15-17 cm,Saul y el perro12-17,19270,80
241,1633,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Conjunto Rey Blanc17,19290-291  ,350
241,1635,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Conjunto Rey Rubio17,19292-293  ,350
241,1636,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Conjunto Rey Negro17,19294-295  ,350
241,1637,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Rey Blanco camello17,19290,236
241,1638,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Paje Rey Blanco 17c,19291,114
241,1639,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Rey Rubio camello 17,19292,236
241,1640,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Paje Rey Rubio 17,19293,114
241,1641,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Rey Negro camello 17,19294,236
241,1642,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Paje Rey Negro 17cm,19295,114
241,1643,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Simón con sacos 17cm,19096,114
248,1644,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 15-20 cm,Niño burro 15-20cm,19271,120.5
241,1645,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Pastora adorando 17c,19272,101.5
241,1646,Montserrat Ribes 17 cm,Escala para figuras de 17 cm.,Past. embarazada 17c,19276,115.5
248,1647,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 17 cm.,Huevos rotos15-20cm,19305,119
248,1648,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 17-20 cm.,Ladron huevos15-20cm,19306,91
248,1649,Monserrat Ribes Figuras 15-20 cm,Escala para figuras de 17-20 cm.,Ladron gallinas15-20,19307,91
242,1650,Montserrat Ribes 20 cm,Escala para figuras de 20 cm.,El ayudante 20cm,19308,147
242,1651,Montserrat Ribes 20 cm,Escala para figuras de 20 cm.,Hora del baño 20cm,19063-064  ,309.5
242,1652,Montserrat Ribes 20 cm,Escala para figuras de 20 cm.,San José 20cm,19064,151
242,1653,Montserrat Ribes 20 cm,Escala para figuras de 20 cm.,Virgen 20cm,19063,158.5
242,1654,Montserrat Ribes 20 cm,Escala para figuras de 20 cm.,Jugando palomas 20cm,19311-313  ,364
