catid,artid,cat_name,art_details,art_name,ref,art_price
194,879,Recipientes de barro vidriado,"Elaborado con barro cocido vidriado. Diametro 3,4 cm. Precio unidad del tamaño mediano.",Plato mediano,B122b ,3
194,880,Recipientes de barro vidriado,"Elaborado con barro cocido vidriado. Diametro 2,7 cm. Precio unidad del tamaño pequeño.",Plato pequeño,B123b ,2.2
194,881,Recipientes de barro vidriado,"Elaborado con barro cocido vidriado. Diametro 4,1 cm. Precio unidad del tamaño grande.",Plato grande,B121c ,3.45
194,882,Recipientes de barro vidriado,"Elaborado con barro cocido vidriado. Diametro 3,4 cm. Precio unidad del tamaño mediano.",Plato mediano,B122c ,3
194,883,Recipientes de barro vidriado,"Elaborado con barro cocido vidriado. Diametro 2,7 cm. Precio unidad del tamaño pequeño.",Plato pequeño,B123c ,2.2
195,884,Complementos varios,"Elaborado con madera. Medidas 8,7x5,4x2,2.",Platero,V3 ,8.5
195,885,Complementos varios,"Platero con todas las miniaturas que aparecen en la fotografia. Medidas 8,7x5,4x2,2cm.",Conjunto platero,IV215 ,26.4
195,886,Complementos varios,"Platero con todas las miniaturas que aparecen en la fotografia. Medidas 8,7x5,4x2,2cm.",Conjunto platero,IV216 ,28.9
195,887,Complementos varios,"Platero con todas las miniaturas que aparecen en la fotografia. Medidas 8,7x5,4x2,2cm.",Conjunto platero,IV219 ,24.3
195,888,Complementos varios," Medidas 10x10,6x2,4 cm.",Platero grande,V4 ,15.4
198,907,Plantas,"Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura ..............cm.",Palmera 0,P0  ,7.2
195,889,Complementos varios,"Medida antigua. Dimensiones 5x2,3x1,5cm.",Fanega,V5 ,6.6
195,890,Complementos varios," Dimensiones 4,4x13cm. Precio unidad del tamaño pequeño",Escalera pequeña,V6 ,4.2
195,891,Complementos varios," Dimensiones 4,4x20cm. Precio unidad del tamaño grande",Escalera grande,V7 ,4.4
195,892,Complementos varios,"Medidas del recogedor 6,2cm. de alto. Precio del conjunto.",Recogedor y escoba,V8 ,7.1
195,893,Complementos varios,"Medidas 8x4,8x2,5 cm. Precio solo de la artesa.",Artesa,V9 ,7
195,894,Complementos varios,"Medidas de la artesa 8x4,8x2,5 cm. Altura total con la mesa 5cm. Precio del conjunto completo.",Mesa con artesa,V9m ,16.6
195,895,Complementos varios,"Medidas 4x2,5cm. Precio del lavadero solo.",Lavadero,V10 ,3.2
195,896,Complementos varios,"Conjunto compuesto por tabla de lavar, lebrillo de barro y taco de jabón verde. Medidas del lavadero 4x2,5cm.Precio del conjunto",Lebrillo c. lavadero,V11 ,4.8
195,897,Complementos varios,Lebrillo de barro con telas. Diametro del lebrillo 4 cm.,Lebrillo de tender,V12 ,2.6
195,898,Complementos varios,"Lebrillo de barro con telas. Diametro del lebrillo 2,5 cm.",Lebrillo tender mini,V12m ,2.3
195,899,Complementos varios,"Conjunto de tendedero con ropa y pinzas. Medidas 18x5cm la base y 13,5 de alto.",Tendedero,V13 ,17.8
195,900,Complementos varios,"Conjunto de tendedero con ropa y pinzas. Medidas de la base 12x2,6cm y 8cm. de alto.",Tendedero mini,V14  ,17.5
195,901,Complementos varios," Auténtica caña de pescar muy artesanal. La medida es orientativa, de unos 17cm. Puede ser azul o verde",Caña de pescar,V15a ,12.2
195,902,Complementos varios," Auténtica caña de pescar muy artesanal. La medida es orientativa, de unos 17cm. El color puede ser naranja o rojo.",Caña de pescar,V15b ,12.2
195,903,Complementos varios,"Medidas 10x4,8x2,2cm. de alto.",Parihuela,V16 ,6.5
195,904,Complementos varios," Estructura de 3 niveles para recrear un ambiente exteriror, con figuras de 5 a 6 cm.Medidas 12x26cm. y 6 de alto.",Decorado mini,V17,62.0517
195,905,Complementos varios,"Cuna de madera con tela de arpillera. Medidas 4,9x10x4,5cm.Precio unidad del tamaño pequeño.",Cuna pequeña,V20,13.1224
195,906,Complementos varios,"Cuna de madera con tela de arpillera. Medidas 6,5x11,6x5cm. Precio  unidad del tamaño mediano.",Cuna mediana,V21,15.1569
198,908,Plantas,"Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 20cm.",Palmera 1,P1  ,10.2
198,909,Plantas,"Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 26cm.",Palmera 2,P2  ,15.1
198,910,Plantas,"Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 34 cm.",Palmera 3,P3  ,18.7
198,911,Plantas,"Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 42 cm.",Palmera 4,P4  ,23
198,912,Plantas,"Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura 47 cm.",Palmera 5,P5  ,26.6
198,913,Plantas,"Base de escayola, tronco natural. Se puede dar forma a las hojas. Altura cm.",Palmera 6,P6  ,31.5
198,914,Plantas,"Maceta de barro de 1,5cm de alto y 1,7 de diametro. Disponible en blanco, rojo, rosa, malva. Indique en Comentarios su preferencia. Precio unidad.",Maceta mini,P7  ,3
198,915,Plantas,"Maceta de barro con planta de plastico envejecido. Dimensiones de la maceta  sin la planta 1,7cm de diametro y 1,5 de alto. Precio unidad.",Maceta mini amarilla,P7a  ,3
198,919,Plantas,"Maceta de barro cocido con  2,2 cm.de alto sin la planta y 2,2 de diametro. Puede ser de pie o de colgar, indique en \Comentarios\"" su preferencia.""",Maceta rosa fucsia,P8rf  ,3
198,918,Plantas,"Maceta de barro cocido con 2,2 cm. de diametro y 2,2 de alto, sin la planta. Puede ser de pie o de colgar, indique en \Comentarios\"" su preferencia.""",Maceta roja,P8r  ,3
198,920,Plantas,"Medida 2,2 cm.de alto sin la planta. Puede ser de pie o de colgar. Disponible en blanco, malva, naranja, azul y rosa. Su preferencia en \Comentarios\"".""",Maceta surtida,P8  ,3
198,921,Plantas,"Elaborado con estaño. Medida de alto 4,8 cm y diametro 2,3. Util para todas las referencias P8 y P10.Precio unidad solo macetero.",Macetero,P9 ,5.9
198,922,Plantas,"La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada. Precio unidad color rosa.",Tinaja rosa,P10tr   ,4.8
198,923,Plantas,"La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada. Precio unidad color rojo.",Tinaja roja,P10tj  ,4.8
198,924,Plantas,"La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada. Precio unidad color amarillo.",Tinaja amarilla,P10ta  ,4.8
198,925,Plantas,"La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de porcelana rusa y la planta es natural tratada.",Tinaja azul,P10pa  ,4.8
198,926,Plantas,"La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de porcelana rusa y la planta es natural tratada.",Tinaja roja,P10pr  ,4.8
198,927,Plantas,"La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de porcelana rusa y la planta es natural tratada.",Tinaja tulipan,P10t  ,4
198,928,Plantas,"La tinaja es de barro, mide de alto 2,7cm. y 2,3 de diametro. Las flores son de tela y la planta es natural tratada.",Maceta dalia rosa,P10dr  ,4.8
198,929,Plantas,"La jardinera es de barro, mide de alto 2cm, y de largo 5,5. Disponible en  morado y en carmin, indique su preferencia en \Comentarios\"". Precio unidad.""",Jardinera ovalada,P11  ,5.5
198,932,Plantas,Medidas de largo 7 cm.  Apropiada para alegrar cualquier rincón.,Planta de margaritas,P13  ,5.5
198,931,Plantas,"La jardinera es de barro con 3,8cm. de diametro. Disponible en color rosa, rojo y naranja. Indique su preferencia en \Comentarios\"". Precio unidad.""",Jardinera redonda,P12  ,4.8
198,933,Plantas,"Muy vistosa para el huerto. Medidas 10x4,5 cm. y 8,2 de alto.",Planta de tomates,P14  ,7
198,934,Plantas," Medidas 6,5x5 cm. y 4,2 de alto.",Planta de calabaza,P15   ,7
198,935,Plantas,"Medidas 6,5x5 cm.",Planta de sandía,P16   ,6.5
198,936,Plantas,Medidas 5 cm. de alto.,Planta de pimientos,P17  ,5
198,937,Plantas,Medidas 5 cm. de alto.,Planta de berejenas,P18 ,5.4
198,938,Plantas,Medidas 7 cm. de alto.,Planta de alcachofas,P19 ,5.4
198,939,Plantas,Medidas 7 cm. de alto.,Viña,P20 ,8.6
198,940,Plantas,Medidas 8.7cm. de alto. Precio unidad con dos girasoles.,Girasol,P21 ,4.85
198,941,Plantas,"Medidas 15,5x11 cm.",Huerto pequeño,P22  ,29
198,942,Plantas,"Medidas 15,5 cm. de alto.",Espantapajaros,P24  ,11
198,943,Plantas,"Elaborada con estaño. Medidas 5,6 cm. de alto.",Chumbera pequeña,P25  ,4.8
198,944,Plantas,"Elaborada con estaño. Medidas 8,5cm. de alto.",Chumbera grande,P26  ,7
198,945,Plantas,"Elaborada con latón. Medidas 6,8cm. de alto.",Junco,P27  ,7
198,946,Plantas,"Elaborada con latón. Medidas 4,5cm. de alto.",Pita,P28  ,5
198,947,Plantas,"Elaborada con latón. Medidas 11,5cm. de alto.",Pita con pitón,P29  ,7
198,948,Plantas,"Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Grabia naranja,P31GN   ,11.5
198,949,Plantas,"Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Grabia amarilla,P31GA ,11.5
198,950,Plantas,"Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Grabia rosa,P31GR ,11.5
198,951,Plantas,"Planta natural tratada. Altura aproximada 17cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Phylica Naranja,P31PN ,11.5
198,952,Plantas,"Planta natural tratada. Altura aproximada 17cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Phylica Lila,P31PL ,11.5
198,953,Plantas,"Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Stoebe Verde,P31SV ,11.5
198,954,Plantas,"Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Stoebe Byzance,P31SB ,11.5
198,955,Plantas,"Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Stoebe Plata,P31SP ,11.5
198,956,Plantas,"Planta natural tratada. Altura aproximada 22cm. Si desea otro tamaño, indiquelo en \Comentarios\""""",Lepto Baby,P31LB ,11.5
198,957,Plantas,Altura 9cm.,Naranjo mini,P34 ,8
198,958,Plantas,Altura aproximada 30cm.,Árbol,P35a ,27
198,959,Plantas,Altura aproximada 30cm.,Árbol,P35b ,27
198,960,Plantas,Altura aproximada 30cm.,Árbol,P35c ,27
198,961,Plantas,Altura aproximada 30cm.,Árbol,P35d ,27
198,962,Plantas,Altura aproximada 30cm.,Árbol,P35e ,27
198,963,Plantas,Altura aproximada 30cm.,Árbol,P35f ,27
198,964,Plantas,Altura media aproximada 6cm. Precio unidad.,Plantas surtidas,P36 ,3
198,965,Plantas,"Altura media aproximada 13,5cm.",Arbusto taraje,P37 ,6
198,966,Plantas,Altura media aproximada 17cm.,Arbusto,P38 ,6
198,967,Plantas,Altura media aproximada  8cm.,Pino mini,P39 ,5.3
198,968,Plantas,Altura media aproximada   16cm.,Pino pequeño,P40 ,10.7
198,969,Plantas,Altura media aproximada  22 cm.,Pino mediano,P41 ,17.1
197,1239,Oficios,"Elaborado con madera. Medidas 11 x 18 cm. de alto y 6,5 de ancho.",Telar de pie,H37  ,35.7
199,972,Puestos y tiendas,"Puesto de madera para figuras de 8 cm.  Medidas 8,9x4 y 10cm. de alto.",Puesto semillas mini,T1  ,14.5
199,973,Puestos y tiendas,"Puesto de madera para figuras de 10-12 cm.  Medidas 12,5x5 y 11,5cm. de alto.",Puesto semillas peq,T2  ,16.9
199,974,Puestos y tiendas,"Puesto de madera para figuras de 12-14 cm.  Medidas 14,5x5,5 y 13,5cm. de alto.",Puesto semillas med.,T3  ,20.5
199,975,Puestos y tiendas,"Puesto de madera para figuras de 17 cm.  Medidas 19x8 y 15,5cm. de alto.",Puesto semillas gr.,T4  ,29
199,976,Puestos y tiendas,"Puesto de madera para figuras de 10 cm.  Medidas 11,5x4,5 y 11cm. de alto.",Puesto embutidos p.,T5  ,27.2
199,977,Puestos y tiendas,"Puesto de madera para figuras de 12 cm.  Medidas 13,5x4,5  y 15,5 cm. de alto.",Puesto embutidos m.,T6  ,29.6
199,978,Puestos y tiendas,"Puesto de madera para figuras de 14 cm.  Medidas 17,5x5,5  y 18 cm. de alto.",Puesto embutidos gr.,T7  ,33.2
199,979,Puestos y tiendas,"La estructura es de madera.  Medidas 37x9,4  y 24,2 cm. de alto.",Secadero embutidos p,T8   ,118.5
199,980,Puestos y tiendas,"La estructura es de madera.  Medidas 55x12,6  y 33 cm. de alto.",Secadero embutidos g,T9   ,169.5
199,981,Puestos y tiendas,Estructura de madera y palos.  Medidas 18x5   y 14 cm. de alto.,Secadero de palos,T10  ,21.8
199,982,Puestos y tiendas,"Estructura de madera.  Medidas 11,5x4,5   y 11 cm. de alto. Para figuras de 10-12 cm.",Puesto verduras p.,T11  ,27.8
199,983,Puestos y tiendas,"Estructura de madera.  Medidas 13,5x4,5   y 15,5 cm. de alto. Para figuras de 12-14 cm.",Puesto verduras m.,T12  ,32.7
199,984,Puestos y tiendas,Estructura de madera.  Medidas 12x8  y 14 cm. de alto. Para figuras de 12 cm.,Puesto de flores,T13  ,26.6
199,985,Puestos y tiendas,Estructura de madera.  Medidas 12x8  y 14 cm. de alto. Para figuras de 12 cm.,Puesto de especies,T14  ,26.6
199,986,Puestos y tiendas,"Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.",Puesto de pan,T15   ,42.3
199,987,Puestos y tiendas,"Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.",Puesto de quesos,T16  ,42.3
199,988,Puestos y tiendas,"Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.",Puesto de cestos,T17  ,31.5
199,989,Puestos y tiendas,"Estructura de madera.  Medidas 17,5x5,5  y 18 cm. de alto. Para figuras de 17 cm.",Puesto de cestos gr.,T18  ,38.7
213,1010,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa embutidos m.,T41     ,12.7
199,991,Puestos y tiendas,"Estructura de madera.  Medidas 12x8  y 12,5 cm. de alto. Para figuras de 12 cm.",Puesto de cacharros,T19  ,38.7
199,992,Puestos y tiendas,Estructura de madera. Medidas 12x8 y 14 cm. de alto. Para figuras de 12cm.,Puesto de alfarero,T20   ,43.56
199,993,Puestos y tiendas,"Estructura de madera. Medidas 8,9x4 y 10 cm. de alto. Para figuras de 8cm.",Puesto pescado mini,T21  ,26.6
199,994,Puestos y tiendas,"Estructura de madera. Medidas 12,5x5 y 11,5 cm. de alto. Para figuras de 10-12cm.",Puesto pescado peq.,T22  ,32.6
199,995,Puestos y tiendas,"Estructura de madera. Medidas13,5x4,5 y 15,5 cm. de alto. Para figuras de 14cm.",Puesto pescado med.,T23  ,38.7
199,996,Puestos y tiendas,"Estructura de madera. Medidas19x8 y 15,5cm. de alto. Para figuras de 17cm. Imagen no disponible.",Puesto pescado gr.,T24    ,46
199,997,Puestos y tiendas,"La estructura es de madera y escayola.  Para figuras de 10-12 cm. Dimensiones 27x24,5 y 16 cm. de alto. Precio de todo el conjunto.",Tienda de telas,T26  ,59.3
213,998,Cabezones Alborox grupos 5-6cm,"Para figuras de 5-6cm. Dimensiones 5,7x2,4 y 6,7cm. de alto.",Puesto de alfarero,T27       ,21.8
213,999,Cabezones Alborox grupos 5-6cm,"Para figuras de 5-6cm. Dimensiones 5,7x2,4 y 6,7cm. de alto.",Puesto de embutidos,T28     ,21.8
213,1000,Cabezones Alborox grupos 5-6cm,"Para figuras de 5-6cm. Dimensiones 5,7x2,4 y 6,7cm. de alto.",Puesto de verduras,T29     ,21.8
213,1001,Cabezones Alborox grupos 5-6cm,"Para figuras de 5-6cm. Para comprar con la figura ir a la Categoria de \ Grupos de 5-6cm.\"" Precio solo del secadero.""",Secadero mini,T32    ,20.6
200,1002,Mesas y sillas,"La mesa es de madera y las miniaturas de materiales diversos. Dimensiones 7x4 y 4,6cm. de alto",Mesa molinillo peq.,T33  ,12.1
200,1003,Mesas y sillas,"La mesa es de madera y las miniaturas de materiales diversos. Dimensiones 7x4 y 4,6cm. de alto",Mesa mortero peq.,T34   ,12.1
200,1004,Mesas y sillas,"La mesa es de madera y las miniaturas de materiales diversos. Dimensiones  9,2x4,8 y 5,7cm. de alto",Mesa botijo,T35   ,14.5
200,1005,Mesas y sillas,"La mesa es de madera y las miniaturas de materiales diversos. Dimensiones  9,2x4,8 y 5,7cm. de alto",Mesa molinillo md.,T36  ,16.9
200,1006,Mesas y sillas,"La mesa es de madera y las miniaturas de materiales diversos. Dimensiones  12x6,2 y 7cm. de alto",Mesa molinillo gr.,T37  ,19.4
200,1007,Mesas y sillas,La mesa es de madera y la máquina de hacer chorizos es de metal. Dimensiones  de la mesa10x4 y 4cm. de alto,Mesa máquina ch.,T38  ,20.6
200,1008,Mesas y sillas,La mesa es de madera y el peso de metal. Dimensiones  de la mesa10x4 y 4cm. de alto,Mesa con peso,T39  ,19.4
200,1009,Mesas y sillas,"Elaborado con madera. Medidas de la mesa 10x4,5x4,2cm.",Mesa con artesa,T40  ,13.9
213,1011,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa especies m.,T42     ,10.9
213,1012,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa alfarero m.,T43     ,10.9
213,1013,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa verduras m.,T44     ,13.9
213,1014,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa pan m.,T45     ,9
213,1015,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa telas m.,T46      ,10.3
213,1016,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa pescado m.,T47    ,17.6
213,1017,Cabezones Alborox grupos 5-6cm,Tamaï¿½o para figuras de 5-6 cm. Medidas 2x5x2 cm.,Mesa supermini,T48    ,4.4
200,1018,Mesas y sillas,"Elaborada con madera. Medidas 6,5x3,7 y 3,5 cm. de alto.",Mesa vacía mini,T49  ,6
200,1019,Mesas y sillas,"Elaborada con madera. Medidas 7x4 y 4,6 cm. de alto.",Mesa vacía pequeña,T50  ,6
200,1020,Mesas y sillas,"Elaborada con madera. Medidas 9,2x4,8 y 5,7 cm. de alto.",Mesa vacía mediana,T51  ,7.2
200,1021,Mesas y sillas,"Elaborada con madera. Medidas 12x6,2 y 7 cm. de alto.",Mesa vacía grande,T52  ,8.5
200,1022,Mesas y sillas,"Elaborada con madera. Medidas 10x4,5 y 4,2 cm. de alto. Precio de la mesa sin la artesa.",Mesa alargada,T53 ,6.4
200,1023,Mesas y sillas,Elaborada con madera. Medidas 10x4 y 4 cm. de alto.,Mesa dos alturas,T54   ,9.7
200,1024,Mesas y sillas,"Elaborada con madera y asiento de cuerda. Medidas 3,8x3,8 y 7,9 cm. de alto.",Silla,T55  ,9.7
200,1025,Mesas y sillas," Medidas 3,7x1,8 y 3 cm. de alto.",Taburete,T56  ,3.4
200,1026,Mesas y sillas," Medidas 2,7 cm. de alto.",Taburete tres patas,T57  ,3
200,1027,Mesas y sillas," Medidas 3x1,5 y 1,9 cm. de alto.",Taburete mini,T58  ,3
201,1028,Faroles y Fuegos," Elaborado en el torno, es de  barro cocido. Diametro 1,7 y 3,5 cm. de alto. Precio del farol sin luz, si lo desea con luz, le ofrecemos neones en esta misma sección.",Farol redondo peq.,B21    ,3
201,1029,Faroles y Fuegos," Elaborado en el torno, es de barro cocido. Diametro 2cm. y 4,2 de alto. Precio del farol sin luz, si lo desea con luz, le ofrecemos neones en esta misma sección.",Farol redondo med.,B22   ,3.4
201,1030,Faroles y Fuegos," Elaborado en el torno es de barro cocido. Diametro 1,8cm. y 6,9 de alto. Precio del farol sin luz. Si lo desea con luz, le ofrecemos neones en esta misma sección.",Farol redondo l.,B22l   ,3.4
201,1031,Faroles y Fuegos," Elaborado en el torno, es de barro cocido. Medidas 3,5 de alto.Precio del farol sin luz, si lo desea con luz, le ofrecemos neones en esta misma sección.",Farol triángulo mini,B24m  ,3
201,1032,Faroles y Fuegos," Elaborado en el torno, es de barro cocido. Medidas 4,3 de alto. Precio del farol sin luz, si lo desea con luz, le ofrecemos neones en esta misma sección.",Farol triángulo peq.,B24  ,3
201,1033,Faroles y Fuegos,os neones en esta misma sección.,Farol triángulo med.,B25   ,3.4
201,1034,Faroles y Fuegos," Elaborado en el torno, es de barro cocido. Medidas 5,3 de alto. Precio del farol sin luz. Si lo desea con luz, le ofrecemos neones en esta misma sección.",Farol triángulo gr.,B26   ,3.4
201,1035,Faroles y Fuegos," Elaborado en el torno, es de barro cocido. Medidas 3 de alto. Para poner en una pared. Precio del farol sin luz, si lo desea con luz, le ofrecemos neones en esta misma sección.",Medio farol mini,B28m  ,3
201,1036,Faroles y Fuegos," Elaborado en el torno, es de barro cocido. Medidas 3,8cm. de alto. Para poner en una pared. Precio del farol sin luz, si lo desea con luz, le ofrecemos neones en esta sección.",Medio farol peq,B28  ,3
201,1037,Faroles y Fuegos,"Elaborado en el torno, es de barro cocido. Para poner en una pared. Medidas de alto 4,7cm. Precio sin luz, si lo desea con luz, le ofrecemos la bombilla de neón en esta sección.",Medio farol med.,B27   ,3.4
201,1038,Faroles y Fuegos," Elaborado en el torno, es de barro cocido. Medidas 5,5cm. de alto. Para poner en una pared. Precio del farol sin luz, si lo desea con luz, le ofrecemos bombillas de neón en esta sección.",Medio farol gr.,B29   ,3.4
201,1039,Faroles y Fuegos,Medidas del neón 6mm. Para conectar a 220v.,Neón con enchufe,F11402  ,3.6
201,1040,Faroles y Fuegos,Medidas del neón 6mm. Para conectar a 220v.,Neón sin enchufe,F11601  ,1.2
201,1041,Faroles y Fuegos,Es de barro cocido y lleva un neón con enchufe para conectar a 220v. Medidas de alto 5cm.,Castañera con luz,B19l  ,8
201,1042,Faroles y Fuegos,"La luz del fuego es fija y se conecta a 220v. lleva enchufe. Medidas 7x7,7 cm.",Candela fija,F1 ,11
201,1043,Faroles y Fuegos,"La luz del fuego parpadea y se conecta a 220v. Lleva enchufe. Medidas 7x7,7 cm.",Candela intermitente,F2 ,12.9
201,1044,Faroles y Fuegos,"La luz del fuego parpadea y se conecta a 220v. Lleva enchufe. Medidas del fuego 7x7,7 cm.  Precio del conjunto.",Conjunto candela,F4 ,25.6
201,1045,Faroles y Fuegos,"La luz del fuego es fija y se conecta a 220v. Lleva enchufe. Medidas del fuego 7x7,7 cm.  Precio del conjunto.",Conjunto candela,F3 ,24
201,1046,Faroles y Fuegos,La luz del fuego es fija y se conecta a 220v. Lleva enchufe. Medidas del fuego 18 cm. de alto.,Fogata con tripode,F5 ,17.8
201,1047,Faroles y Fuegos,La luz del fuego es fija y se conecta a 220v. Lleva enchufe. Medidas 14 cm. de alto.,Fogata tripode peq.,F6 ,17.8
201,1048,Faroles y Fuegos,"La luz del fuego es fija y se conecta a 220v. Lleva enchufe. Diametro 4,6cm.",Brasero con luz,F7 ,16.6
201,1049,Faroles y Fuegos,"Esta elaborado con estaño. Diametro 4,6cm.",Brasero,F8 ,7.4
201,1050,Faroles y Fuegos,"Se conecta a 220v, lleva enchufe. Medidas de la antorcha 2,2 cm.",Antorcha c. enchufe,F9 ,4.85
201,1051,Faroles y Fuegos,"Se conecta a 220v, no lleva enchufe. Medidas de la antorcha 2,2 cm.",Antorcha,F10 ,3.2
202,1052,Complementos de agua,"Elaborada con madera. Los canjilones son de barro cocido. Preparada para poder introducirla en el agua. LLeva motor de 7 r.p.m. Medidas 34x21,5 y 31 cm. de alto.",Noria,G1 ,243.121
202,1053,Complementos de agua,"Altura 7,5 cm. Precio unidad del tamaño pequeño.",Pozo pequeño,G2 ,8
202,1054,Complementos de agua,"Altura 11,5 cm. Precio unidad del tamaño mediano.",Pozo mediano,G3 ,24.3
202,1055,Complementos de agua,Altura 18cm. Precio unidad del tamaño grande,Pozo grande,G4 ,27
203,1056,Animales ,"Modelado a mano, es de barro cocido. Mide 1,3 cm. Disponible también en color blanco, en rojo y en otros tamaños. Indique sus preferencias en \Comentarios\"".""",Ratón,A1  ,1.8
203,1057,Animales ,"Modelado a mano con barro. Medidas del ratón 1,2 cm. Precio del conjunto.",Ratón gris c. queso,A2  ,4
203,1058,Animales ,"Modelado a mano con barro. Medidas del ratón 1,2 cm. Precio del conjunto.",Ratón bl. con queso,A2b  ,4
203,1059,Animales ,"Modelado a mano con barro. Mide 2,8cm. de alto.",Perdiz comiendo,A3c  ,3.5
203,1060,Animales ,"Modelado a mano con barro. Mide 2,8cm. de alto.",Perdiz,A3  ,3.5
203,1061,Animales ,"Modelado a mano con barro. Mide 0,9cm. de alto.",Pajarito,A4  ,2
203,1062,Animales ,"Modelado a mano con barro. Modelo con la cola abierta. Mide 5,5 cm. de alto.",Pavo real c. abierta,A5  ,4.5
203,1063,Animales ,"Modelado a mano con barro. Mide 5,5 cm. de alto.",Pavo real,A6  ,4.5
203,1064,Animales ,Modelado a mano con barro. Mide 3 cm. de alto.,Pavo real mini,A6m  ,3.5
203,1065,Animales ,Modelado a mano con barro. Modelo con la cola abierta. Mide 3 cm. de alto.,Pavo real c. a. mini,A5m  ,3.5
203,1066,Animales ,Modelado a mano con barro. Mide 5 cm. de alto.,Pava real,A7 ,4
203,1067,Animales ,Modelado a mano con barro. Mide 2cm. de alto.,Paloma gris pequeña,A8 ,3.5
203,1068,Animales ,Modelado a mano con barro. Mide 2cm. de alto.,Paloma blanca peq.,A9 ,3.5
203,1069,Animales ,"Modelado a mano con barro. Mide 2,6cm. de alto.",Paloma gris gr.,A10 ,3.5
203,1070,Animales ,"Modelado a mano con barro. Mide 2,6cm. de alto.",Paloma blanca gr.,A11 ,3.5
203,1071,Animales ,"Modeladas a mano con barro. Mide 2cm. de alto. También disponible en gris, indiquelo en \Comentarios\"". Precio de las tres palomas en diferentes posturas.""",Grupo palomas p.,A10gp ,10.5
203,1072,Animales ,"Modeladas a mano con barro. Mide 2,6cm. de alto. También disponible en gris, indiquelo en \Comentarios\"". Precio de las tres palomas en diferentes posturas.""",Grupo palomas g,A10gg ,10.5
203,1073,Animales ,"Modelada a mano con barro. Mide 3,2 cm. de largo . También disponible en gris, indiquelo en \Comentarios\"".""",Paloma volando,A12 ,3.8
203,1074,Animales ,"Modelada a mano con barro. Mide 3,5 cm. de alto . También disponible en blanca,  indiquelo en \Comentarios\"".""",Paloma apareandose,A13 ,5.5
203,1075,Animales ,"Modelada a mano con barro. Mide 2 cm. de alto. También disponible en gris,  indiquelo en \Comentarios\"".""",Paloma ala abierta,A14 ,3.8
203,1076,Animales ,"Modelada a mano con barro. Mide 2 cm. de alto la paloma y 0,8cm. el pichón. También disponible en gris,  indiquelo en \Comentarios\"".  Precio del conjunto.""",Paloma con pichón,A14b ,5.5
203,1077,Animales ,"Modelada a mano con barro. Mide 2 cm. la paloma y 0,8 cm. el pichón. También disponible en blanca,  indiquelo en \Comentarios\"".  Precio del conjunto.""",Nido paloma pichón,A15 ,6
